,Season,Year,Major,Course,Section,Start,End,Building,Room_Number
403,FALL,2024,MGMT,6040,1,2024-12-18 15:00:00,2024-12-18 18:00:00,LOW,3051
404,FALL,2024,MGMT,6060,1,2024-12-19 15:00:00,2024-12-19 18:00:00,TROY,2012
405,FALL,2024,MGMT,6140,1,2024-12-16 11:30:00,2024-12-16 14:30:00,SAGE,5510
406,FALL,2024,MGMT,6190,1,2024-12-19 18:30:00,2024-12-19 21:30:00,DCC,330
407,FALL,2024,MGMT,6240,1,2024-12-18 11:30:00,2024-12-18 14:30:00,PITTS,4114
408,FALL,2024,MGMT,6260,1,2024-12-17 11:30:00,2024-12-17 14:30:00,LOW,3130
409,FALL,2024,MGMT,6370,1,2024-12-18 18:30:00,2024-12-18 21:30:00,ONLINE,NA
410,FALL,2024,MGMT,6380,1,2024-12-17 11:30:00,2024-12-17 14:30:00,LOW,3112
411,FALL,2024,MGMT,6490,1,2024-12-17 15:00:00,2024-12-17 18:00:00,ONLINE,NA
412,FALL,2024,MGMT,6520,1,2024-12-19 18:30:00,2024-12-19 21:30:00,ONLINE,NA
413,FALL,2024,MGMT,6560,1,2024-12-13 11:30:00,2024-12-13 14:30:00,LOW,4050
414,FALL,2024,MGMT,6560,2,2024-12-13 11:30:00,2024-12-13 14:30:00,LOW,4050
415,FALL,2024,MGMT,6570,1,2024-12-17 15:00:00,2024-12-17 18:00:00,DCC,330
416,FALL,2024,MGMT,6570,2,2024-12-17 15:00:00,2024-12-17 18:00:00,DCC,330
417,FALL,2024,MGMT,6600,1,2024-12-18 15:00:00,2024-12-18 18:00:00,TROY,2018
418,FALL,2024,MGMT,6600,2,2024-12-18 15:00:00,2024-12-18 18:00:00,TROY,2018
419,FALL,2024,MGMT,6840,1,2024-12-19 18:30:00,2024-12-19 21:30:00,ACADEMY,AUD
420,FALL,2024,MGMT,6960,1,2024-12-13 15:00:00,2024-12-13 18:00:00,PITTS,5114
421,FALL,2024,MGMT,6961,1,2024-12-13 18:30:00,2024-12-13 21:30:00,ONLINE,NA
422,FALL,2024,MGMT,6962,1,2024-12-19 11:30:00,2024-12-19 14:30:00,PITTS,5114
423,FALL,2024,MGMT,7730,1,2024-12-19 11:30:00,2024-12-19 14:30:00,PITTS,5216
424,FALL,2024,MGMT,7740,1,2024-12-13 15:00:00,2024-12-13 18:00:00,TROY,2012
425,FALL,2024,MTLE,4050,1,2024-12-17 15:00:00,2024-12-17 18:00:00,PITTS,4114
426,FALL,2024,MTLE,4920,2,2024-12-19 11:30:00,2024-12-19 14:30:00,JEC,3232
427,FALL,2024,MTLE,4920,3,2024-12-19 15:00:00,2024-12-19 18:00:00,JEC,3232
428,FALL,2024,MTLE,4920,4,2024-12-19 18:30:00,2024-12-19 21:30:00,JEC,3232
429,FALL,2024,MTLE,6050,1,2024-12-17 15:00:00,2024-12-17 18:00:00,PITTS,4114
430,FALL,2024,PHYS,1100,,2024-12-17 08:00:00,2024-12-17 11:00:00,DCC,308
431,FALL,2024,PHYS,1110,,2024-12-17 08:00:00,2024-12-17 11:00:00,DCC,308
432,FALL,2024,PHYS,1100,,2024-12-17 08:00:00,2024-12-17 11:00:00,DCC,318
433,FALL,2024,PHYS,1110,,2024-12-17 08:00:00,2024-12-17 11:00:00,DCC,318
434,FALL,2024,PHYS,1100,,2024-12-17 08:00:00,2024-12-17 11:00:00,DCC,324
435,FALL,2024,PHYS,1110,,2024-12-17 08:00:00,2024-12-17 11:00:00,DCC,324
436,FALL,2024,PHYS,1100,,2024-12-17 08:00:00,2024-12-17 11:00:00,DCC,330
437,FALL,2024,PHYS,1110,,2024-12-17 08:00:00,2024-12-17 11:00:00,DCC,330
438,FALL,2024,PHYS,1100,,2024-12-17 08:00:00,2024-12-17 11:00:00,DCC,337
439,FALL,2024,PHYS,1110,,2024-12-17 08:00:00,2024-12-17 11:00:00,DCC,337
440,FALL,2024,PHYS,1100,,2024-12-17 08:00:00,2024-12-17 11:00:00,SAGE,3303
441,FALL,2024,PHYS,1110,,2024-12-17 08:00:00,2024-12-17 11:00:00,SAGE,3303
442,FALL,2024,PHYS,1200,,2024-12-18 08:00:00,2024-12-18 11:00:00,DCC,308
443,FALL,2024,PHYS,1200,,2024-12-18 08:00:00,2024-12-18 11:00:00,DCC,318
444,FALL,2024,PHYS,1200,,2024-12-18 08:00:00,2024-12-18 11:00:00,DCC,324
445,FALL,2024,PHYS,1200,,2024-12-18 08:00:00,2024-12-18 11:00:00,DCC,330
446,FALL,2024,PHYS,1200,,2024-12-18 08:00:00,2024-12-18 11:00:00,LOW,4050
447,FALL,2024,PHYS,1250,1,2024-12-18 11:30:00,2024-12-18 14:30:00,DCC,337
448,FALL,2024,PHYS,1250,2,2024-12-18 11:30:00,2024-12-18 14:30:00,DCC,337
449,FALL,2024,PHYS,1250,3,2024-12-18 11:30:00,2024-12-18 14:30:00,DCC,337
