course_name,course_type,course_credit_hours,course_days_of_the_week,course_start_time,course_end_time,course_instructor,course_location,course_max_enroll,course_enrolled,course_remained,course_department,course_start_date,course_end_date,semester,course_crn,course_level,course_section
CHEMISTRY I,LAB,4,R,3:00PM,5:50PM,Morrissey/Totsingan,WALKER 5113,50,38,12,CHEM,2020-01-13,2020-05-08,SPRING 2020,91583,1100,02
CHEMISTRY I,TES,4,M,8:00AM,8:50AM,Staff,DARRIN 324,50,38,12,CHEM,2020-01-13,2020-05-08,SPRING 2020,91583,1100,02
CHEMISTRY I,LEC,4,MR,10:00AM,11:20AM,Ma/Tysoe/Morrissey,DARRIN 330,25,30,-5,CHEM,2020-01-13,2020-05-08,SPRING 2020,95403,1100,03
CHEMISTRY I,LAB,4,F,10:00AM,12:50PM,Tysoe/Morrissey,WALKER 5113,25,30,-5,CHEM,2020-01-13,2020-05-08,SPRING 2020,95403,1100,03
CHEMISTRY I,TES,4,M,8:00AM,8:50AM,Staff,DARRIN 324,25,30,-5,CHEM,2020-01-13,2020-05-08,SPRING 2020,95403,1100,03
CHEMISTRY II,LEC,4,MR,12:00PM,1:20PM,Ma/Tysoe/Morrissey/Ko,DARRIN 318,60,38,22,CHEM,2020-01-13,2020-05-08,SPRING 2020,91258,1200,01
CHEMISTRY II,LAB,4,T,9:00AM,11:50AM,Morrissey/Ryu,WALKER 5113,60,38,22,CHEM,2020-01-13,2020-05-08,SPRING 2020,91258,1200,01
CHEMISTRY II,TES,4,M,9:00AM,9:50AM,Staff,DARRIN 318,60,38,22,CHEM,2020-01-13,2020-05-08,SPRING 2020,91258,1200,01
CHEMISTRY II,LEC,4,MR,12:00PM,1:20PM,Ma/Tysoe/Morrissey/Ko,DARRIN 318,60,60,0,CHEM,2020-01-13,2020-05-08,SPRING 2020,92355,1200,03
CHEMISTRY II,LAB,4,W,9:00AM,11:50AM,Bello,WALKER 5113,60,60,0,CHEM,2020-01-13,2020-05-08,SPRING 2020,92355,1200,03
CHEMISTRY II,TES,4,M,9:00AM,9:50AM,Staff,DARRIN 318,60,60,0,CHEM,2020-01-13,2020-05-08,SPRING 2020,92355,1200,03
CHEMISTRY II,LEC,4,MR,12:00PM,1:20PM,Ma/Tysoe/Morrissey/Ko,DARRIN 318,60,55,5,CHEM,2020-01-13,2020-05-08,SPRING 2020,92552,1200,04
CHEMISTRY II,LAB,4,W,12:00PM,2:50PM,Morrissey/Ryu,WALKER 5113,60,55,5,CHEM,2020-01-13,2020-05-08,SPRING 2020,92552,1200,04
CHEMISTRY II,TES,4,M,9:00AM,9:50AM,Staff,DARRIN 318,60,55,5,CHEM,2020-01-13,2020-05-08,SPRING 2020,92552,1200,04
CHEMISTRY II WITHOUT LAB,LEC,3,MR,12:00PM,1:20PM,Ma/Tysoe/Morrissey/Ko,DARRIN 318,20,6,14,CHEM,2020-01-13,2020-05-08,SPRING 2020,95731,1210,01
MATERIALS SCIENCE,STU,4,MR,10:00AM,11:50AM,Tomozawa/Shi,WALKER 6113,5,2,3,CHEM,2020-01-13,2020-05-08,SPRING 2020,94927,1600,02
MATERIALS SCIENCE,LEC,4,W,1:00PM,1:50PM,Staff,DARRIN 330,5,2,3,CHEM,2020-01-13,2020-05-08,SPRING 2020,94927,1600,02
MATERIALS SCIENCE,STU,4,MR,12:00PM,1:50PM,Siegel/Shi,WALKER 6113,5,2,3,CHEM,2020-01-13,2020-05-08,SPRING 2020,94930,1600,03
MATERIALS SCIENCE,LEC,4,W,1:00PM,1:50PM,Staff,DARRIN 308,5,2,3,CHEM,2020-01-13,2020-05-08,SPRING 2020,94930,1600,03
MATERIALS SCIENCE,STU,4,MR,2:00PM,3:50PM,Shi,WALKER 6113,5,2,3,CHEM,2020-01-13,2020-05-08,SPRING 2020,94933,1600,04
MATERIALS SCIENCE,LEC,4,W,1:00PM,1:50PM,Staff,SAGE 3510,5,2,3,CHEM,2020-01-13,2020-05-08,SPRING 2020,94933,1600,04
MATERIALS SCIENCE,STU,4,TF,8:00AM,9:50AM,Fohtung/Shi,WALKER 6113,5,0,5,CHEM,2020-01-13,2020-05-08,SPRING 2020,94936,1600,05
MATERIALS SCIENCE,LEC,4,W,1:00PM,1:50PM,Staff,LOW 4050,5,0,5,CHEM,2020-01-13,2020-05-08,SPRING 2020,94936,1600,05
MATERIALS SCIENCE,STU,4,T,10:00AM,11:50AM,Palermo/Shi,LOW 4050,5,2,3,CHEM,2020-01-13,2020-05-08,SPRING 2020,94939,1600,06
MATERIALS SCIENCE,LEC,4,W,1:00PM,1:50PM,Staff,DARRIN 337,5,2,3,CHEM,2020-01-13,2020-05-08,SPRING 2020,94939,1600,06
MATERIALS SCIENCE,LEC,4,F,10:00AM,11:50AM,Staff,WALKER 6113,5,2,3,CHEM,2020-01-13,2020-05-08,SPRING 2020,94939,1600,06
MATERIALS SCIENCE,STU,4,MR,4:00PM,5:50PM,Sundararam/Shi,WALKER 6113,5,1,4,CHEM,2020-01-13,2020-05-08,SPRING 2020,94942,1600,07
MATERIALS SCIENCE,LEC,4,W,1:00PM,1:50PM,Staff,DARRIN 318,5,1,4,CHEM,2020-01-13,2020-05-08,SPRING 2020,94942,1600,07
GENERAL CHEMISTRY II FOR ENGRS,LEC,3,MR,12:00PM,1:20PM,Ma/Tysoe/Morrissey/Ko,DARRIN 318,60,4,56,CHEM,2020-01-13,2020-05-08,SPRING 2020,94552,1960,01
GENERAL CHEMISTRY II FOR ENGRS,TES,3,M,9:00AM,9:50AM,Staff,DARRIN 318,60,4,56,CHEM,2020-01-13,2020-05-08,SPRING 2020,94552,1960,01
INORGANIC CHEMISTRY I,LEC,3,TF,10:00AM,11:20AM,Dinolfo,SAGE 5101,60,22,38,CHEM,2020-01-13,2020-05-08,SPRING 2020,91017,2030,01
ORGANIC CHEMISTRY LAB II,REC,1,M,11:00AM,11:50AM,Kirova-Sno,DARRIN 324,20,10,10,CHEM,2020-01-13,2020-05-08,SPRING 2020,95000,2240,02
ORGANIC CHEMISTRY LAB II,LAB,1,F,8:00AM,10:50AM,Totsingan/Kirova-Sno,WALKER 3214,20,10,10,CHEM,2020-01-13,2020-05-08,SPRING 2020,95000,2240,02
ORGANIC CHEMISTRY LAB II,REC,1,M,11:00AM,11:50AM,Kirova-Sno,DARRIN 324,20,20,0,CHEM,2020-01-13,2020-05-08,SPRING 2020,91587,2240,03
ORGANIC CHEMISTRY LAB II,LAB,1,T,1:00PM,3:50PM,Totsingan/Kirova-Sno,WALKER 3214,20,20,0,CHEM,2020-01-13,2020-05-08,SPRING 2020,91587,2240,03
ORGANIC CHEMISTRY LAB II,REC,1,M,11:00AM,11:50AM,Kirova-Sno,DARRIN 324,20,18,2,CHEM,2020-01-13,2020-05-08,SPRING 2020,91588,2240,04
ORGANIC CHEMISTRY LAB II,LAB,1,W,8:00AM,10:50AM,Totsingan/Kirova-Sno,WALKER 3214,20,18,2,CHEM,2020-01-13,2020-05-08,SPRING 2020,91588,2240,04
ORGANIC CHEMISTRY LAB II,REC,1,M,11:00AM,11:50AM,Kirova-Sno,DARRIN 324,20,20,0,CHEM,2020-01-13,2020-05-08,SPRING 2020,92136,2240,05
ORGANIC CHEMISTRY LAB II,LAB,1,R,9:00AM,11:50AM,Aldersley/Kirova-Sno,WALKER 3214,20,20,0,CHEM,2020-01-13,2020-05-08,SPRING 2020,92136,2240,05
ORGANIC CHEMISTRY LAB II,REC,1,M,11:00AM,11:50AM,Kirova-Sno,DARRIN 324,20,16,4,CHEM,2020-01-13,2020-05-08,SPRING 2020,93544,2240,06
ORGANIC CHEMISTRY LAB II,LAB,1,F,1:00PM,3:50PM,Kirova-Sno,WALKER 3214,20,16,4,CHEM,2020-01-13,2020-05-08,SPRING 2020,93544,2240,06
ORGANIC CHEMISTRY II,LEC,3,TWF,12:00PM,12:50PM,Kirova-Sno,DARRIN 318,220,185,35,CHEM,2020-01-13,2020-05-08,SPRING 2020,91584,2260,01
ORGANIC CHEMISTRY II,REC,3,W,2:00PM,3:50PM,Kirova-Sno,DARRIN 308,220,185,35,CHEM,2020-01-13,2020-05-08,SPRING 2020,91584,2260,01
EXPERIMENTAL CHEMISTRY II,REC,3,W,10:00AM,10:50AM,Aldersley,CARNEG 106,20,14,6,CHEM,2020-01-13,2020-05-08,SPRING 2020,91487,2290,01
EXPERIMENTAL CHEMISTRY II,LAB,3,MR,2:00PM,5:50PM,Aldersley,WALKER 3214,20,14,6,CHEM,2020-01-13,2020-05-08,SPRING 2020,91487,2290,01
CHEM LAB: SELECTED EXPERIMENTS,LEC,1-3,,,,Aldersley/Bailey,,10,0,10,CHEM,2020-01-13,2020-05-08,SPRING 2020,93750,2360,01
INTRO TO GEOCHEMISTRY,LEC,4,MR,10:00AM,11:50AM,Watson,J-ROWL 3W13,35,5,30,CHEM,2020-01-13,2020-05-08,SPRING 2020,93520,2540,01
READINGS IN CHEMISTRY,LEC,1-4,,,,Staff,,0,0,0,CHEM,2020-01-13,2020-05-08,SPRING 2020,91508,2940,00
UNDERGRADUATE RESEARCH,LEC,1-6,,,,Staff,,0,0,0,CHEM,2020-01-13,2020-05-08,SPRING 2020,91589,2950,00
INSTRUMENTAL METHODS OF ANLYS,LEC,2,TF,9:00AM,9:50AM,Shelley,MATLS 136,30,5,25,CHEM,2020-01-13,2020-05-08,SPRING 2020,91486,4110,01
EXPERIMENTAL CHEMISTRY IV,LAB,3,MR,9:00AM,12:50PM,Bailey/Sprague,COGSWL 113,22,5,17,CHEM,2020-01-13,2020-05-08,SPRING 2020,91488,4120,01
EXPERIMENTAL CHEMISTRY IV,REC,3,W,11:00AM,11:50AM,Sprague/Bailey,CARNEG 206,22,5,17,CHEM,2020-01-13,2020-05-08,SPRING 2020,91488,4120,01
NMR SPECTROSCOPY,LEC,3,TF,11:00AM,12:20PM,Lakshmi,VORHES SO,20,0,20,CHEM,2020-01-13,2020-05-08,SPRING 2020,95732,4140,01
INDUSTRIAL CHEMISTRY,LEC,3,TF,12:00PM,1:20PM,Ma/Tysoe,VORHES NO,25,5,20,CHEM,2020-01-13,2020-05-08,SPRING 2020,95854,4200,01
MICROSCOPIC PHYSICAL CHEMISTRY,LEC,3,MR,8:00AM,8:50AM,Korenowski,DARRIN 318,220,56,164,CHEM,2020-01-13,2020-05-08,SPRING 2020,92554,4420,01
MICROSCOPIC PHYSICAL CHEMISTRY,LEC,3,W,8:00AM,9:50AM,Korenowski,DARRIN 318,220,56,164,CHEM,2020-01-13,2020-05-08,SPRING 2020,92554,4420,01
MODERN TECHNIQUES IN CHEMISTRY,LEC,4,TWF,12:00PM,12:50PM,Aldersley/Sprague,SAGE 4510,15,10,5,CHEM,2020-01-13,2020-05-08,SPRING 2020,93911,4530,01
MODERN TECHNIQUES IN CHEMISTRY,LAB,4,TF,2:00PM,4:50PM,Bonitatibu,WALKER 3109,15,10,5,CHEM,2020-01-13,2020-05-08,SPRING 2020,93911,4530,01
MODERN TECHNIQUES IN CHEMISTRY,LEC,4,TWF,12:00PM,12:50PM,Aldersley/Sprague,SAGE 4510,16,10,6,CHEM,2020-01-13,2020-05-08,SPRING 2020,91259,4530,02
MODERN TECHNIQUES IN CHEMISTRY,LAB,4,MR,9:00AM,11:50AM,Bonitatibu,WALKER 3109,16,10,6,CHEM,2020-01-13,2020-05-08,SPRING 2020,91259,4530,02
MODERN TECHNIQUES IN CHEMISTRY,LAB,4,MR,2:00PM,4:50PM,Sprague,WALKER 3109,16,8,8,CHEM,2020-01-13,2020-05-08,SPRING 2020,93247,4530,03
MODERN TECHNIQUES IN CHEMISTRY,LEC,4,TWF,12:00PM,12:50PM,Aldersley/Sprague,SAGE 4510,16,8,8,CHEM,2020-01-13,2020-05-08,SPRING 2020,93247,4530,03
INTRO POLYMER CHEMISTRY,LEC,3,TF,2:00PM,3:20PM,Ryu/Bae,LALLY 104,50,14,36,CHEM,2020-01-13,2020-05-08,SPRING 2020,92995,4620,01
MOLECULAR BIOCHEM II,LEC,4,MR,2:00PM,3:50PM,Fraser,CARNEG 101,25,2,23,CHEM,2020-01-13,2020-05-08,SPRING 2020,91076,4770,01
READINGS IN CHEM,,1-8,,,,Staff,,0,0,0,CHEM,2020-01-13,2020-05-08,SPRING 2020,91509,4940,00
SENIOR EXPERIENCE,LEC,3,,,,Bailey,,10,2,8,CHEM,2020-01-13,2020-05-08,SPRING 2020,92360,4950,04
NATURAL POLYMERS & BIOMATERIAL,LEC,3,MR,10:00AM,11:20AM,Gross,LOW 3039,25,12,13,CHEM,2020-01-13,2020-05-08,SPRING 2020,94612,4963,01
MEDICINAL CHEMISTRY,LEC,2,M,6:00PM,7:50PM,Herr,WALKER 6113,25,8,17,CHEM,2020-01-13,2020-05-08,SPRING 2020,93923,4965,01
ADVANCED RESEARCH PROJECT,LEC,1-4,,,,Linhardt,,1,0,1,CHEM,2020-01-13,2020-05-08,SPRING 2020,94749,4970,10
ADVANCED RESEARCH PROJECT,LEC,2,,,,Shelley,,1,0,1,CHEM,2020-01-13,2020-05-08,SPRING 2020,95063,4970,14
SENIOR THESIS,,3,,,,Staff,,0,0,0,CHEM,2020-01-13,2020-05-08,SPRING 2020,92359,4990,00
SENIOR THESIS,LEC,3,,,,Dinolfo,,0,0,0,CHEM,2020-01-13,2020-05-08,SPRING 2020,93397,4990,02
SENIOR THESIS,LEC,3,,,,Lakshmi,,0,0,0,CHEM,2020-01-13,2020-05-08,SPRING 2020,93556,4990,03
NMR SPECTROSCOPY,LEC,3,TF,11:00AM,12:20PM,Lakshmi,VORHES SO,20,10,10,CHEM,2020-01-13,2020-05-08,SPRING 2020,95733,6140,01
ORGANIC SPECTRA INTERPRETATION,LEC,3,MWR,1:00PM,1:50PM,Tysoe,SAGE 2707,20,6,14,CHEM,2020-01-13,2020-05-08,SPRING 2020,95734,6200,01
GLYCOCHEMISTRY,,3,MR,4:00PM,5:20PM,Linhardt,J-ROWL 2C25,20,7,13,CHEM,2020-01-13,2020-05-08,SPRING 2020,94827,6250,01
ADV ANALYTICAL CHEMISTRY,LEC,3,TF,1:00PM,2:20PM,Shelley,VORHES SO,20,0,20,CHEM,2020-01-13,2020-05-08,SPRING 2020,94551,6520,01
ADVANCED PHYSICAL CHEMISTRY,LEC,3,TF,9:00AM,10:50AM,Ryu,VORHES SO,15,0,15,CHEM,2020-01-13,2020-05-08,SPRING 2020,95897,6550,01
NATURAL/BIOBASED POYMERS/MATLS,LEC,3,MR,10:00AM,11:20AM,Gross,LOW 3039,25,14,11,CHEM,2020-01-13,2020-05-08,SPRING 2020,95032,6610,01
CHEMISTRY SEMINAR,LEC,1,T,3:30PM,5:30PM,Shelley,LALLY 104,50,18,32,CHEM,2020-01-13,2020-05-08,SPRING 2020,91016,6900,01
READINGS IN CHEM,,1-12,,,,Staff,,0,0,0,CHEM,2020-01-13,2020-05-08,SPRING 2020,91599,6940,00
MEDICINAL CHEMISTRY,LEC,2,M,6:00PM,7:50PM,Herr,WALKER 6113,25,6,19,CHEM,2020-01-13,2020-05-08,SPRING 2020,93924,6965,01
PERSPECTIVES IN BMS & ENG,LEC,0,W,3:00PM,3:50PM,Vashishth,CBIS ,10,0,10,CHEM,2020-01-13,2020-05-08,SPRING 2020,95003,6966,01
PERSPECTIVES IN ALZ RESEARCH,LEC,0,W,,,Figueiro,,20,4,16,CHEM,2020-01-13,2020-05-08,SPRING 2020,95414,6966,02
MASTER'S THESIS,LEC,1-12,,,,Colon,,10,1,9,CHEM,2020-01-13,2020-05-08,SPRING 2020,92232,6990,01
MASTER'S THESIS,LEC,1-12,,,,Ryu,,10,0,10,CHEM,2020-01-13,2020-05-08,SPRING 2020,92899,6990,03
MASTER'S THESIS,LEC,1-12,,,,Linhardt,,10,0,10,CHEM,2020-01-13,2020-05-08,SPRING 2020,93035,6990,04
MASTER'S THESIS,,1-12,,,,Dinolfo,,5,1,4,CHEM,2020-01-13,2020-05-08,SPRING 2020,93477,6990,06
MASTER'S THESIS,LEC,1-12,,,,Bae,,10,0,10,CHEM,2020-01-13,2020-05-08,SPRING 2020,93804,6990,07
MASTER'S THESIS,LEC,1-12,,,,Gross,,1,0,1,CHEM,2020-01-13,2020-05-08,SPRING 2020,94362,6990,08
MASTER'S THESIS,,1-12,,,,McGown,,10,1,9,CHEM,2020-01-13,2020-05-08,SPRING 2020,93144,6990,21
DISSERTATION,LEC,1-15,,,,Colon,,10,1,9,CHEM,2020-01-13,2020-05-08,SPRING 2020,91160,9990,01
DISSERTATION,LEC,1-15,,,,Wang,,10,0,10,CHEM,2020-01-13,2020-05-08,SPRING 2020,92578,9990,02
DISSERTATION,LEC,1-15,,,,Bailey,,10,0,10,CHEM,2020-01-13,2020-05-08,SPRING 2020,91161,9990,03
DISSERTATION,LEC,1-15,,,,Lakshmi,,10,1,9,CHEM,2020-01-13,2020-05-08,SPRING 2020,92189,9990,04
DISSERTATION,LEC,1-15,,,,Breneman,,10,1,9,CHEM,2020-01-13,2020-05-08,SPRING 2020,91162,9990,05
DISSERTATION,LEC,1-15,,,,Wang,,10,2,8,CHEM,2020-01-13,2020-05-08,SPRING 2020,95902,9990,06
DISSERTATION,LEC,1-15,,,,Shelley,,10,3,7,CHEM,2020-01-13,2020-05-08,SPRING 2020,94585,9990,07
DISSERTATION,LEC,1-15,,,,Nyman,,10,0,10,CHEM,2020-01-13,2020-05-08,SPRING 2020,93077,9990,08
DISSERTATION,LEC,1-15,,,,Makhatadze,,10,1,9,CHEM,2020-01-13,2020-05-08,SPRING 2020,93391,9990,09
DISSERTATION,LEC,1-15,,,,Bae,,10,4,6,CHEM,2020-01-13,2020-05-08,SPRING 2020,93541,9990,10
DISSERTATION,LEC,1-15,,,,Royer,,10,1,9,CHEM,2020-01-13,2020-05-08,SPRING 2020,94311,9990,12
DISSERTATION,LEC,1-15,,,,Ryu,,10,2,8,CHEM,2020-01-13,2020-05-08,SPRING 2020,91286,9990,14
DISSERTATION,LEC,1-15,,,,Gross,,10,7,3,CHEM,2020-01-13,2020-05-08,SPRING 2020,93919,9990,15
DISSERTATION,LEC,1-15,,,,Linhardt,,10,1,9,CHEM,2020-01-13,2020-05-08,SPRING 2020,91453,9990,19
DISSERTATION,LEC,1-15,,,,McGown,,10,1,9,CHEM,2020-01-13,2020-05-08,SPRING 2020,91546,9990,21
DISSERTATION,LEC,1-15,,,,Dinolfo,,10,8,2,CHEM,2020-01-13,2020-05-08,SPRING 2020,93009,9990,25
"ENERGY, ENTROPY, & EQUILIBRIUM",LEC,3,TF,2:00PM,3:50PM,Karande,RCKTTS 203,60,48,12,CHME,2020-01-13,2020-05-08,SPRING 2020,95290,2020,01
"ENERGY, ENTROPY, & EQUILIBRIUM",LEC,3,TF,2:00PM,3:50PM,Hedden,RCKTTS 203,60,26,34,CHME,2020-01-13,2020-05-08,SPRING 2020,95292,2020,02
INTRO COMPUTATIONAL CHEM ENG,LEC,3,MR,2:00PM,3:50PM,Baysal,LALLY 104,55,50,5,CHME,2020-01-13,2020-05-08,SPRING 2020,95322,2050,01
RDGS IN CHEMICAL ENGR,,1-6,,,,Staff,,0,0,0,CHME,2020-01-13,2020-05-08,SPRING 2020,91600,2940,00
TRANSPORT PHENOMENA I,LEC,4,MR,10:00AM,11:50AM,Woodcock,RCKTTS 212,50,21,29,CHME,2020-01-13,2020-05-08,SPRING 2020,93929,4010,01
TRANSPORT PHENOMENA II,LEC,4,MR,12:00PM,1:50PM,Woodcock,LOW 4050,60,35,25,CHME,2020-01-13,2020-05-08,SPRING 2020,92557,4020,01
CHEM PROCESS DYNAMICS & CNTRL,LEC,4,TF,8:00AM,9:50AM,Koffas,TROY 2018,68,12,56,CHME,2020-01-13,2020-05-08,SPRING 2020,93864,4030,01
CHEM PROCESS DYNAMICS & CNTRL,LEC,4,M,8:00AM,9:50AM,Koffas,TROY 2018,68,12,56,CHME,2020-01-13,2020-05-08,SPRING 2020,93864,4030,01
CHEMICAL PROCESS DESIGN,LEC,4,TF,10:00AM,11:50AM,Baysal/Dalakos,RCKTTS 203,60,51,9,CHME,2020-01-13,2020-05-08,SPRING 2020,92561,4050,01
CHEMICAL PROCESS DESIGN,LEC,4,TF,10:00AM,11:50AM,Baysal/Hedden/Titus,RCKTTS 203,60,54,6,CHME,2020-01-13,2020-05-08,SPRING 2020,95015,4050,02
CHEM ENGR LAB II,LAB,3,MR,2:00PM,4:50PM,Woodcock,RCKTTS 008A,50,50,0,CHME,2020-01-13,2020-05-08,SPRING 2020,92559,4160,01
CHEM ENGR LAB II,LAB,3,TF,2:00PM,4:50PM,Hedden,RCKTTS 008A,50,12,38,CHME,2020-01-13,2020-05-08,SPRING 2020,92560,4160,02
BIOTECHNOL & BIOPROCESSING LAB,LEC,3,M,9:00AM,9:50AM,Zha,LOW 3045,18,18,0,CHME,2020-01-13,2020-05-08,SPRING 2020,92558,4170,01
BIOTECHNOL & BIOPROCESSING LAB,LAB,3,W,2:00PM,5:50PM,Zha,WALKER 2214,18,18,0,CHME,2020-01-13,2020-05-08,SPRING 2020,92558,4170,01
BIOTECHNOL & BIOPROCESSING LAB,LEC,3,M,9:00AM,9:50AM,Przybycien,LOW 3045,18,18,0,CHME,2020-01-13,2020-05-08,SPRING 2020,94607,4170,02
BIOTECHNOL & BIOPROCESSING LAB,LAB,3,R,2:00PM,5:50PM,Przybycien,WALKER 2214,18,18,0,CHME,2020-01-13,2020-05-08,SPRING 2020,94607,4170,02
CHROMATOGRAPHY SEPARATION PROC,LEC,3,MR,12:00PM,1:50PM,Cramer,CARNEG 201,30,8,22,CHME,2020-01-13,2020-05-08,SPRING 2020,92141,4400,01
RDGS IN CHEMICAL ENGR,,1-6,,,,Staff,,0,0,0,CHME,2020-01-13,2020-05-08,SPRING 2020,91601,4940,00
MODEL PREDICTIVE CONTROL,LEC,3,TF,12:00PM,1:50PM,Bequette,SAGE 4203,15,4,11,CHME,2020-01-13,2020-05-08,SPRING 2020,94848,4961,01
COLLOID & INTERFACE SCIENCE,LEC,3,W,11:00AM,1:50PM,Lee,SAGE 3704,20,1,19,CHME,2020-01-13,2020-05-08,SPRING 2020,95365,4962,01
NANOPOROUS MATERIALS,LEC,4,TF,12:00PM,1:50PM,Yu,LOW 3130,20,3,17,CHME,2020-01-13,2020-05-08,SPRING 2020,94897,4964,01
SEMICONDUCTOR ELECTROCHEM,LEC,3,TF,12:00PM,1:30PM,Chakrapani,RCKTTS 208,20,7,13,CHME,2020-01-13,2020-05-08,SPRING 2020,95371,4965,01
FINITE ELEMENT SIMULATION,LEC,1,W,12:00PM,12:50PM,Plawsky,RCKTTS 206,10,5,5,CHME,2020-01-13,2020-05-08,SPRING 2020,95036,4966,01
SYNTHETIC BIOLOGY,LEC,3,W,1:00PM,3:50PM,Dordick,LALLY 02,30,0,30,CHME,2020-01-13,2020-05-08,SPRING 2020,95882,4967,01
CHROMATOGRAPHIC SEP PROCESSES,LEC,3,MR,12:00PM,1:50PM,Cramer,CARNEG 201,20,8,12,CHME,2020-01-13,2020-05-08,SPRING 2020,93690,6440,01
ADV TRANSPORT PHENOMENA I,LEC,3,MR,10:00AM,11:50AM,Underhill,SAGE 3713,30,26,4,CHME,2020-01-13,2020-05-08,SPRING 2020,91311,6510,01
RDG IN CHEMICAL ENGR,LEC,1-9,,,,Staff,,0,0,0,CHME,2020-01-13,2020-05-08,SPRING 2020,91108,6940,00
MODEL PREDICTIVE CONTROL,LEC,3,TF,12:00PM,1:50PM,Bequette,SAGE 4203,15,6,9,CHME,2020-01-13,2020-05-08,SPRING 2020,94849,6961,01
COLLOID & INTERFACE SCIENCE,LEC,3,W,11:00AM,1:50PM,Lee,SAGE 3704,20,7,13,CHME,2020-01-13,2020-05-08,SPRING 2020,95366,6962,01
ChBE SEMINAR,LEC,1,W,9:00AM,10:50AM,Plawsky/Martin,RCKTTS 211,75,74,1,CHME,2020-01-13,2020-05-08,SPRING 2020,92638,6963,01
NANOPOROUS MATERIALS,LEC,3,TF,12:00PM,1:50PM,Yu,LOW 3130,20,4,16,CHME,2020-01-13,2020-05-08,SPRING 2020,94898,6964,01
SEMICONDUCTOR ELECTROCHEM,LEC,3,TF,12:00PM,1:30PM,Chakrapani,RCKTTS 208,20,10,10,CHME,2020-01-13,2020-05-08,SPRING 2020,95372,6965,01
PERSPECTIVES IN BMS & ENG,LEC,0,W,3:00PM,3:50PM,Vashishth,CBIS ,10,0,10,CHME,2020-01-13,2020-05-08,SPRING 2020,95002,6966,01
PERSPECTIVES IN ALZ RESEARCH,LEC,0,W,,,Figueiro,,20,1,19,CHME,2020-01-13,2020-05-08,SPRING 2020,95413,6966,02
SYNTHETIC BIOLOGY,LEC,3,W,1:00PM,3:50PM,Dordick,LALLY 02,30,0,30,CHME,2020-01-13,2020-05-08,SPRING 2020,95883,6967,01
MASTERS PROJECT,LEC,1-16,,,,Cramer,,10,0,10,CHME,2020-01-13,2020-05-08,SPRING 2020,93273,6980,02
MASTER'S THESIS,LEC,1-12,,,,Collins,,10,0,10,CHME,2020-01-13,2020-05-08,SPRING 2020,92529,6990,01
MASTER'S THESIS,LEC,1-12,,,,Plawsky,,10,0,10,CHME,2020-01-13,2020-05-08,SPRING 2020,92937,6990,03
MASTERS THESIS,LEC,1-12,,,,Cramer,,10,0,10,CHME,2020-01-13,2020-05-08,SPRING 2020,93261,6990,04
MASTERS THESIS,LEC,1-12,,,,Underhill,,10,0,10,CHME,2020-01-13,2020-05-08,SPRING 2020,93604,6990,05
MASTERS THESIS,LEC,1-12,,,,Linhardt,,10,0,10,CHME,2020-01-13,2020-05-08,SPRING 2020,93932,6990,06
MASTERS THESIS,LEC,1-12,,,,Lee,,10,0,10,CHME,2020-01-13,2020-05-08,SPRING 2020,93727,6990,07
MASTERS THESIS,LEC,1-12,,,,Zha,,10,0,10,CHME,2020-01-13,2020-05-08,SPRING 2020,94990,6990,08
MASTERS THESIS,LEC,1-12,,,,Yu,,10,0,10,CHME,2020-01-13,2020-05-08,SPRING 2020,94991,6990,09
MASTERS THESIS,LEC,1-12,,,,Koffas,,10,0,10,CHME,2020-01-13,2020-05-08,SPRING 2020,93789,6990,10
MASTERS THESIS,LEC,1-12,,,,Przybycien,,10,1,9,CHME,2020-01-13,2020-05-08,SPRING 2020,95870,6990,11
MASTERS THESIS,LEC,1-12,,,,Chakrapani,,10,1,9,CHME,2020-01-13,2020-05-08,SPRING 2020,95871,6990,12
MASTERS THESIS,LEC,1-12,,,,Karande,,10,0,10,CHME,2020-01-13,2020-05-08,SPRING 2020,94193,6990,25
DISSERTATION,LEC,1-15,,,,Przybycien,,10,3,7,CHME,2020-01-13,2020-05-08,SPRING 2020,92369,9990,01
DISSERTATION,LEC,1-15,,,,Karande,,10,2,8,CHME,2020-01-13,2020-05-08,SPRING 2020,92426,9990,02
DISSERTATION,LEC,1-15,,,,Underhill,,10,5,5,CHME,2020-01-13,2020-05-08,SPRING 2020,92562,9990,03
DISSERTATION,LEC,1-15,,,,Belfort,,10,3,7,CHME,2020-01-13,2020-05-08,SPRING 2020,91164,9990,05
DISSERTATION,LEC,1-15,,,,Collins,,10,1,9,CHME,2020-01-13,2020-05-08,SPRING 2020,92563,9990,06
DISSERTATION,LEC,1-15,,,,Lee,,10,2,8,CHME,2020-01-13,2020-05-08,SPRING 2020,92190,9990,07
DISSERTATION,LEC,1-15,,,,Garde,,10,1,9,CHME,2020-01-13,2020-05-08,SPRING 2020,91165,9990,08
DISSERTATION,LEC,1-15,,,,Cramer,,15,12,3,CHME,2020-01-13,2020-05-08,SPRING 2020,91166,9990,09
DISSERTATION,LEC,1-15,,,,Hahn,,10,0,10,CHME,2020-01-13,2020-05-08,SPRING 2020,92592,9990,10
DISSERTATION,LEC,1-15,,,,Dordick,,10,9,1,CHME,2020-01-13,2020-05-08,SPRING 2020,91244,9990,11
