course_name,course_type,course_credit_hours,course_days_of_the_week,course_start_time,course_end_time,course_instructor,course_location,course_max_enroll,course_enrolled,course_remained,course_department,course_start_date,course_end_date,semester,course_crn,course_level,course_section
FINANCIAL SIMULATION,,3,M,6:00PM,8:50PM,Clark,PITTS 5216,50,24,26,MGMT,2020-01-13,2020-05-08,SPRING 2020,94224,6440,01
MAKING BUSINESS HAPPEN,,3,T,6:00PM,8:50PM,Boskin,PITTS 5114,22,15,7,MGMT,2020-01-13,2020-05-08,SPRING 2020,95628,6530,01
MARKETING COMM & PROMO STRAT,LEC,3,TF,12:00PM,1:30PM,Yu,PITTS 5216,25,1,24,MGMT,2020-01-13,2020-05-08,SPRING 2020,92142,6540,01
INTRO TO MACHINE LEARNING APPS,LEC,3,MR,12:00PM,1:30PM,Kuruzovich,SAGE 3704,40,24,16,MGMT,2020-01-13,2020-05-08,SPRING 2020,94773,6560,01
INTRO TO MACHINE LEARNING APPS,,3,MR,10:00AM,11:30AM,Manikonda,PITTS 4206,40,9,31,MGMT,2020-01-13,2020-05-08,SPRING 2020,95629,6560,02
ADV DATA RESOURCE MANAGEMENT,LEC,3,MR,2:00PM,3:30PM,Demertzogl,PITTS 4114,15,19,-4,MGMT,2020-01-13,2020-05-08,SPRING 2020,95170,6570,01
COMMERCIALIZING ADV TECHNOLOGY,LEC,3,R,10:00AM,12:50PM,Ballinger,PITTS 5114,40,22,18,MGMT,2020-01-13,2020-05-08,SPRING 2020,93376,6590,01
TECHNOL ENTREPRENEURSHIP,,3,TF,10:00AM,11:30AM,Meyer,RCKTTS 212,22,22,0,MGMT,2020-01-13,2020-05-08,SPRING 2020,93495,6620,01
STARTING UP A NEW VENTUR,LEC,3,TF,2:00PM,3:30PM,Ballinger,PITTS 5114,10,7,3,MGMT,2020-01-13,2020-05-08,SPRING 2020,93182,6630,01
NEGOTIATION,LEC,3,M,12:00PM,2:50PM,Golden,SAGE 2112,30,21,9,MGMT,2020-01-13,2020-05-08,SPRING 2020,94441,6690,01
INTERNET MARKETING,LEC,3,M,6:00PM,8:50PM,Pepe,CARNEG 113,30,27,3,MGMT,2020-01-13,2020-05-08,SPRING 2020,93548,6720,01
BUSINESS ANALYTICS CAPSTONE,,3,T,10:00AM,12:50PM,Kuruzovich,EATON 217,35,29,6,MGMT,2020-01-13,2020-05-08,SPRING 2020,94442,6790,01
BUSINESS ANALYTICS CAPSTONE,,3,T,10:00AM,12:50PM,Nevo,PITTS 4206,35,34,1,MGMT,2020-01-13,2020-05-08,SPRING 2020,94457,6790,02
PRACTICUM IN MANAGEMENT,,3,TF,4:00PM,5:30PM,Ballinger,PITTS 5114,20,5,15,MGMT,2020-01-13,2020-05-08,SPRING 2020,94443,6840,01
READINGS IN MGMT,,0-6,,,,Staff,,0,0,0,MGMT,2020-01-13,2020-05-08,SPRING 2020,91529,6940,00
LEGAL ISSUES IN ENTR FIRMS,LEC,3,M,6:00PM,8:50PM,Falati,PITTS 5114,20,17,3,MGMT,2020-01-13,2020-05-08,SPRING 2020,95720,6961,01
ADV AI/MACHINE LEARN FOR FIN,LEC,3,F,2:00PM,4:50PM,Clark,SAGE 3101,30,36,-6,MGMT,2020-01-13,2020-05-08,SPRING 2020,95719,6962,01
OPERATIONS & SUPPLY CHAIN MGMT,LEC,3,T,6:00PM,8:50PM,Hekimoglu,PITTS 5216,25,25,0,MGMT,2020-01-13,2020-05-08,SPRING 2020,95721,6963,01
FIXED INCOME,LEC,3,TF,12:00PM,1:30PM,Hyat,SAGE 2112,30,6,24,MGMT,2020-01-13,2020-05-08,SPRING 2020,93917,6964,01
MARKETING ANALYTICS,LEC,3,M,10:00AM,12:50PM,Shrivastav,PITTS 5114,30,32,-2,MGMT,2020-01-13,2020-05-08,SPRING 2020,95319,6965,01
PROF DEVELOPMT WORKSHOP II,LEC,0,W,2:00PM,3:50PM,Zinzow,PITTS 5114,25,17,8,MGMT,2020-01-13,2020-05-08,SPRING 2020,91593,7240,01
PROF DEVELOPMT WORKSHOP III,LEC,0,W,4:00PM,5:50PM,Kumar,PITTS 5114,25,17,8,MGMT,2020-01-13,2020-05-08,SPRING 2020,93688,7250,01
RISK MANAGEMENT,,3,T,9:00AM,11:50AM,Gupta,SAGE 2707,34,4,30,MGMT,2020-01-13,2020-05-08,SPRING 2020,95630,7760,01
PROF DEV WORKSHOP II - MS,,0,W,9:00AM,10:50AM,DiPalma,PITTS 5216,45,45,0,MGMT,2020-01-13,2020-05-08,SPRING 2020,94444,7780,01
PROF DEV WORKSHOP II - MS,,0,W,12:00PM,1:50PM,DiPalma,PITTS 5216,45,38,7,MGMT,2020-01-13,2020-05-08,SPRING 2020,94445,7780,02
DOCTORIAL RESEARCH METHODS II,LEC,3,R,1:00PM,3:50PM,Yu,SAGE 2715,15,7,8,MGMT,2020-01-13,2020-05-08,SPRING 2020,94774,7810,01
MANAGEMENT RESEARCH WORKSHOP,LEC,3,W,2:00PM,4:50PM,Francis,PITTS 4114,10,8,2,MGMT,2020-01-13,2020-05-08,SPRING 2020,94506,7850,01
DISSERTATION,LEC,1-15,,,,Ravichandr,,10,1,9,MGMT,2020-01-13,2020-05-08,SPRING 2020,93534,9990,02
DISSERTATION,LEC,1-15,,,,Gupta,,10,1,9,MGMT,2020-01-13,2020-05-08,SPRING 2020,92082,9990,04
DISSERTATION,LEC,1-15,,,,Francis,,15,2,13,MGMT,2020-01-13,2020-05-08,SPRING 2020,92515,9990,07
DISSERTATION,LEC,1-15,,,,Zhao,,10,1,9,MGMT,2020-01-13,2020-05-08,SPRING 2020,92838,9990,09
DISSERTATION,LEC,1-15,,,,Clark,,10,0,10,MGMT,2020-01-13,2020-05-08,SPRING 2020,91462,9990,11
DISSERTATION,LEC,1-15,,,,Hekimoglu,,10,1,9,MGMT,2020-01-13,2020-05-08,SPRING 2020,93577,9990,12
DISSERTATION,LEC,1-15,,,,McDermott,,10,2,8,MGMT,2020-01-13,2020-05-08,SPRING 2020,93018,9990,13
DISSERTATION,LEC,1-15,,,,Wu,,10,2,8,MGMT,2020-01-13,2020-05-08,SPRING 2020,93584,9990,15
DISSERTATION,LEC,1-15,,,,Langer,,10,0,10,MGMT,2020-01-13,2020-05-08,SPRING 2020,93214,9990,17
DISSERTATION,LEC,1-15,,,,Kumar,,10,0,10,MGMT,2020-01-13,2020-05-08,SPRING 2020,93266,9990,19
DISSERTATION,,1-15,,,,Kuruzovich,,10,0,10,MGMT,2020-01-13,2020-05-08,SPRING 2020,93356,9990,43
STRUC OF ENGR MATERIALS,LEC,4,MR,12:00PM,1:50PM,Lewis,SAGE 5510,65,63,2,MTLE,2020-01-13,2020-05-08,SPRING 2020,94251,2100,01
THERMODYNAMICS OF MATERIALS,LEC,4,TF,12:00PM,1:50PM,Ozisik,SAGE 3704,35,26,9,MTLE,2020-01-13,2020-05-08,SPRING 2020,95178,4100,01
ELEC & OPTICAL PROP OF MATLS,LEC,4,TF,10:00AM,11:50AM,Gall,SAGE 3101,35,31,4,MTLE,2020-01-13,2020-05-08,SPRING 2020,94802,4200,01
SYNTHESIS AND PROCESSING,LEC,4,MR,12:00PM,1:50PM,Ullal,LOW 3112,14,10,4,MTLE,2020-01-13,2020-05-08,SPRING 2020,95681,4400,01
SYNTHESIS AND PROCESSING,LAB,4,W,9:00AM,12:50PM,Staff,LOW 3130,14,10,4,MTLE,2020-01-13,2020-05-08,SPRING 2020,95681,4400,01
SYNTHESIS AND PROCESSING,LEC,4,MR,12:00PM,1:50PM,Ullal,LOW 3112,14,13,1,MTLE,2020-01-13,2020-05-08,SPRING 2020,95684,4400,02
SYNTHESIS AND PROCESSING,LAB,4,W,2:00PM,5:50PM,Staff,LOW 3112,14,13,1,MTLE,2020-01-13,2020-05-08,SPRING 2020,95684,4400,02
BIOLOGY IN MATERIALS SCIENCE,LEC,3,MR,2:00PM,3:20PM,Palermo,LOW 3039,60,24,36,MTLE,2020-01-13,2020-05-08,SPRING 2020,95682,4470,02
MATERIALS SELECTION,LEC,3,MR,10:00AM,11:20AM,Lewis,LOW 3130,30,27,3,MTLE,2020-01-13,2020-05-08,SPRING 2020,93187,4910,01
MULTIDISCIPLINARY CAP DESIGN,LEC,3,MR,10:00AM,11:50AM,Masterson/Ozisik/Kana,JONSSN 3332,0,2,-2,MTLE,2020-01-13,2020-05-08,SPRING 2020,93387,4920,01
MULTIDISCIPLINARY CAP DESIGN,LEC,3,TF,12:00PM,1:50PM,Kanai/Ozisik/Masterso,JONSSN 3332,0,8,-8,MTLE,2020-01-13,2020-05-08,SPRING 2020,93388,4920,02
MULTIDISCIPLINARY CAP DESIGN,LEC,3,TF,10:00AM,11:50AM,Masterson/Ozisik/Kana,JONSSN 3332,0,5,-5,MTLE,2020-01-13,2020-05-08,SPRING 2020,93389,4920,03
READINGS IN MTSE,LEC,1-12,,,,Staff,,0,0,0,MTLE,2020-01-13,2020-05-08,SPRING 2020,94885,4940,01
NANOSCALE X-RAY SCAT IMAGING,LEC,1,T,2:00PM,3:50PM,Fohtung,LOW 3130,25,4,21,MTLE,2020-01-13,2020-05-08,SPRING 2020,95840,4960,01
NANOSTRUCTURED MATERIALS,LEC,3,R,2:00PM,4:50PM,Siegel,MATLS 136,25,2,23,MTLE,2020-01-13,2020-05-08,SPRING 2020,94886,4961,01
FUNCTIONAL CERAMICS,LEC,3,TF,2:00PM,3:20PM,Shi,MATLS 136,25,8,17,MTLE,2020-01-13,2020-05-08,SPRING 2020,95717,4961,02
ADV KINETICS OF MATL REACTIONS,LEC,4,MR,10:00AM,11:50AM,Shi,MATLS 136,25,15,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,92367,6060,01
ADVANCED ELECTRONIC PROPERTIES,LEC,4,TF,10:00AM,11:50AM,Sundararam,MATLS 136,28,14,14,MTLE,2020-01-13,2020-05-08,SPRING 2020,93522,6120,01
IC FABRICATION LAB,LEC,3,M,10:00AM,11:50AM,Lu,LOW 4034,20,1,19,MTLE,2020-01-13,2020-05-08,SPRING 2020,92143,6300,01
MATLS CHARACTERIZATION,,3,M,2:00PM,4:50PM,Ramanath,MATLS 136,20,10,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,95680,6430,01
NANOSTRUCTURED MATERIALS,LEC,3,R,2:00PM,4:50PM,Siegel,MATLS 136,25,10,15,MTLE,2020-01-13,2020-05-08,SPRING 2020,94804,6480,01
MODELING OF MATERIALS,LEC,3,TF,12:00PM,1:20PM,Huang,MATLS 136,25,14,11,MTLE,2020-01-13,2020-05-08,SPRING 2020,95678,6500,01
BIOLOGY IN MATERIALS SCIENCE,LEC,3,MR,2:00PM,3:20PM,Palermo,LOW 3039,60,8,52,MTLE,2020-01-13,2020-05-08,SPRING 2020,95683,6670,02
GRADUATE SEMINAR,LEC,0,W,10:30AM,12:30PM,Sundararam,LOW 3051,45,5,40,MTLE,2020-01-13,2020-05-08,SPRING 2020,91040,6900,01
READINGS IN MATERIALS ENGR,,1-12,,,,Staff,,0,0,0,MTLE,2020-01-13,2020-05-08,SPRING 2020,91536,6940,00
FUNCTIONAL CERAMICS,LEC,3,TF,2:00PM,3:20PM,Shi,MATLS 136,25,2,23,MTLE,2020-01-13,2020-05-08,SPRING 2020,95177,6963,01
MASTER'S PROJECT,LEC,1-12,,,,Lewis,,25,0,25,MTLE,2020-01-13,2020-05-08,SPRING 2020,92427,6980,01
MASTER'S PROJECT,LEC,1-12,,,,Ozisik,,20,0,20,MTLE,2020-01-13,2020-05-08,SPRING 2020,91566,6980,02
MASTER'S PROJECT,LEC,4,,,,Tomozawa,,1,2,-1,MTLE,2020-01-13,2020-05-08,SPRING 2020,95874,6980,03
MASTER'S PROJECT,LEC,1-12,,,,Hull,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,93230,6980,04
MASTER'S PROJECT,LEC,1-12,,,,Chen,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,94283,6980,05
MASTER'S PROJECT,LEC,1-12,,,,Ozisik,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,93730,6980,06
MASTER'S PROJECT,LEC,1-12,,,,Shi,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,93858,6980,07
MASTER'S PROJECT,LEC,1-12,,,,Palermo,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,93861,6980,08
MASTER'S PROJECT,LEC,1-12,,,,Duquette,,10,2,8,MTLE,2020-01-13,2020-05-08,SPRING 2020,94297,6980,09
MASTER'S PROJECT,LEC,1-12,,,,Palermo,,10,1,9,MTLE,2020-01-13,2020-05-08,SPRING 2020,94415,6980,10
MASTER'S PROJECT,LEC,1-12,,,,Sundararam,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,94887,6980,11
MASTER'S PROJECT,LEC,1-12,,,,Ullal,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,95021,6980,12
MASTER'S PROJECT,LEC,1-12,,,,Siegel,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,91564,6980,13
MASTER'S PROJECT,LEC,1-12,,,,Keblinski,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,93268,6980,15
MASTER'S THESIS,LEC,1-15,,,,Hull,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,92593,6990,01
MASTER'S THESIS,LEC,1-15,,,,Huang,,10,1,9,MTLE,2020-01-13,2020-05-08,SPRING 2020,92595,6990,02
MASTER'S THESIS,LEC,1-15,,,,Shi,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,92596,6990,03
MASTER'S THESIS,LEC,1-15,,,,Sundararam,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,94888,6990,04
MASTER'S THESIS,LEC,1-15,,,,Tomozawa,,10,1,9,MTLE,2020-01-13,2020-05-08,SPRING 2020,91296,6990,05
MASTER'S THESIS,LEC,1-15,,,,Siegel,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,93304,6990,06
MASTER'S THESIS,LEC,1-15,,,,Dutta,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,93433,6990,07
MASTER'S THESIS,LEC,1-15,,,,Ramanath,,10,1,9,MTLE,2020-01-13,2020-05-08,SPRING 2020,93447,6990,08
MASTER'S THESIS,LEC,1-15,,,,Duquette,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,92111,6990,09
MASTER'S THESIS,LEC,1-15,,,,Meunier,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,93426,6990,10
MASTER'S THESIS,LEC,1-15,,,,Wetzel,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,93427,6990,11
MASTER'S THESIS,LEC,1-15,,,,Lian,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,93428,6990,12
MASTER'S THESIS,LEC,1-15,,,,Gall,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,92938,6990,14
MASTER'S THESIS,LEC,1-15,,,,Keblinski,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,93267,6990,15
MASTER'S THESIS,LEC,1-15,,,,Ullal,,10,1,9,MTLE,2020-01-13,2020-05-08,SPRING 2020,91463,6990,16
MASTER'S THESIS,LEC,1-15,,,,Shi,,10,1,9,MTLE,2020-01-13,2020-05-08,SPRING 2020,93859,6990,17
MASTER'S THESIS,LEC,1-15,,,,Palermo,,10,1,9,MTLE,2020-01-13,2020-05-08,SPRING 2020,93862,6990,18
MASTER'S THESIS,LEC,1-15,,,,Lewis,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,92158,6990,19
DISSERTATION,LEC,1-15,,,,Hull,,10,4,6,MTLE,2020-01-13,2020-05-08,SPRING 2020,92594,9990,01
DISSERTATION,LEC,1-15,,,,Ozisik,,10,3,7,MTLE,2020-01-13,2020-05-08,SPRING 2020,91206,9990,02
DISSERTATION,LEC,1-15,,,,Duquette,,10,1,9,MTLE,2020-01-13,2020-05-08,SPRING 2020,91207,9990,03
DISSERTATION,LEC,1-15,,,,Ramanath,,10,1,9,MTLE,2020-01-13,2020-05-08,SPRING 2020,91208,9990,04
DISSERTATION,LEC,1-15,,,,Schadler,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,91209,9990,05
DISSERTATION,LEC,1-15,,,,Huang,,10,1,9,MTLE,2020-01-13,2020-05-08,SPRING 2020,92382,9990,06
DISSERTATION,LEC,1-15,,,,Shi,,10,1,9,MTLE,2020-01-13,2020-05-08,SPRING 2020,91210,9990,07
DISSERTATION,LEC,1-15,,,,Lewis,,10,2,8,MTLE,2020-01-13,2020-05-08,SPRING 2020,92173,9990,08
DISSERTATION,LEC,1-15,,,,Sundararam,,10,3,7,MTLE,2020-01-13,2020-05-08,SPRING 2020,94889,9990,09
DISSERTATION,LEC,1-15,,,,Tomozawa,,10,3,7,MTLE,2020-01-13,2020-05-08,SPRING 2020,92510,9990,10
DISSERTATION,LEC,1-15,,,,Keblinski,,10,1,9,MTLE,2020-01-13,2020-05-08,SPRING 2020,91240,9990,11
DISSERTATION,LEC,1-15,,,,Dutta,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,93434,9990,12
DISSERTATION,LEC,1-15,,,,Siegel,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,91241,9990,13
DISSERTATION,LEC,1-15,,,,Gall,,10,6,4,MTLE,2020-01-13,2020-05-08,SPRING 2020,91304,9990,14
DISSERTATION,LEC,1-15,,,,Fohtung,,10,3,7,MTLE,2020-01-13,2020-05-08,SPRING 2020,92151,9990,16
DISSERTATION,LEC,1-15,,,,Meunier,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,93429,9990,17
DISSERTATION,LEC,1-15,,,,Wetzel,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,93430,9990,18
DISSERTATION,LEC,1-15,,,,Lian,,10,1,9,MTLE,2020-01-13,2020-05-08,SPRING 2020,93431,9990,19
DISSERTATION,LEC,1-15,,,,Ullal,,10,3,7,MTLE,2020-01-13,2020-05-08,SPRING 2020,92152,9990,20
DISSERTATION,LEC,1-15,,,,Koratkar,,10,0,10,MTLE,2020-01-13,2020-05-08,SPRING 2020,93543,9990,21
DISSERTATION,LEC,1-15,,,,Shi,,10,7,3,MTLE,2020-01-13,2020-05-08,SPRING 2020,93860,9990,22
DISSERTATION,LEC,1-15,,,,Palermo,,10,2,8,MTLE,2020-01-13,2020-05-08,SPRING 2020,93863,9990,23
INTRO TO PHILOSOPHY,LEC,4,MR,10:00AM,11:50AM,Thero,ACADMY AUD,35,32,3,PHIL,2020-01-13,2020-05-08,SPRING 2020,91342,1110,01
INTRO TO PHILOSOPHY,LEC,4,MR,10:00AM,11:50AM,Thero,ACADMY AUD,40,46,-6,PHIL,2020-01-13,2020-05-08,SPRING 2020,95831,1110,02
CRITICAL THINKING,LEC,4,MR,2:00PM,3:50PM,Milanese,RCKTTS 211,38,19,19,PHIL,2020-01-13,2020-05-08,SPRING 2020,92128,2100,01
CRITICAL THINKING,LEC,4,MR,2:00PM,3:50PM,Van Heuvel,RCKTTS 211,39,20,19,PHIL,2020-01-13,2020-05-08,SPRING 2020,95382,2100,02
INTRO TO COGNITIVE SCIENCE,LEC,4,MR,4:00PM,5:50PM,Van Heuvel,CARNEG 201,5,6,-1,PHIL,2020-01-13,2020-05-08,SPRING 2020,92129,2120,01
INTRODUCTION TO LOGIC,LEC,4,MR,12:00PM,1:50PM,Bringsjord,DARRIN 308,500,372,128,PHIL,2020-01-13,2020-05-08,SPRING 2020,93900,2140,01
PHILOSOPHY STUDIES,,1-4,,,,Staff,,0,0,0,PHIL,2020-01-13,2020-05-08,SPRING 2020,91608,2940,00
PHILOSOPHY OF SCIENCE,LEC,4,MR,10:00AM,11:50AM,Milanese,CARNEG 210,25,25,0,PHIL,2020-01-13,2020-05-08,SPRING 2020,95128,4130,01
INTERMEDIATE LOGIC,LEC,4,TF,10:00AM,11:50AM,Van Heuvel,LOW 3039,13,36,-23,PHIL,2020-01-13,2020-05-08,SPRING 2020,95584,4140,01
ETHICS,LEC,4,MR,10:00AM,11:50AM,Smith,CARNEG 206,35,33,2,PHIL,2020-01-13,2020-05-08,SPRING 2020,95017,4240,03
ENVIRONMENTAL PHILOSOPHY,LEC,4,TF,2:00PM,3:50PM,Thero,SAGE 4112,9,13,-4,PHIL,2020-01-13,2020-05-08,SPRING 2020,95582,4300,01
BIOETHICS,LEC,4,MR,10:00AM,11:50AM,Cook,SAGE 3704,6,7,-1,PHIL,2020-01-13,2020-05-08,SPRING 2020,95557,4500,01
READINGS IN PHIL,,1-12,,,,Staff,,0,0,0,PHIL,2020-01-13,2020-05-08,SPRING 2020,91609,4940,00
ETHICS OF AI,LEC,4,MR,12:00PM,1:50PM,Milanese,WEST 113,19,15,4,PHIL,2020-01-13,2020-05-08,SPRING 2020,95903,4960,01
GENERAL PHYSICS,STU,4,MR,12:00PM,1:50PM,Georg,DARRIN 337,105,70,35,PHYS,2020-01-13,2020-05-08,SPRING 2020,91075,1050,01
PHYSICS I,STU,4,MR,8:00AM,9:50AM,Georg/Kim,J-ROWL 2C06,48,15,33,PHYS,2020-01-13,2020-05-08,SPRING 2020,91139,1100,01
PHYSICS I,TES,4,T,6:00PM,7:50PM,Staff,DARRIN 308,48,15,33,PHYS,2020-01-13,2020-05-08,SPRING 2020,91139,1100,01
PHYSICS I,STU,4,MR,10:00AM,11:50AM,Lu/Kim,J-ROWL 2C06,48,35,13,PHYS,2020-01-13,2020-05-08,SPRING 2020,92545,1100,03
PHYSICS I,TES,4,T,6:00PM,7:50PM,Staff,DARRIN 308,48,35,13,PHYS,2020-01-13,2020-05-08,SPRING 2020,92545,1100,03
PHYSICS I,STU,4,MR,12:00PM,1:50PM,Michael/Kim,J-ROWL 2C06,48,41,7,PHYS,2020-01-13,2020-05-08,SPRING 2020,91140,1100,05
PHYSICS I,TES,4,T,6:00PM,7:50PM,Staff,DARRIN 308,48,41,7,PHYS,2020-01-13,2020-05-08,SPRING 2020,91140,1100,05
PHYSICS I,STU,4,MR,2:00PM,3:50PM,Michael/Kim,J-ROWL 2C06,48,48,0,PHYS,2020-01-13,2020-05-08,SPRING 2020,92546,1100,06
PHYSICS I,TES,4,T,6:00PM,7:50PM,Staff,DARRIN 308,48,48,0,PHYS,2020-01-13,2020-05-08,SPRING 2020,92546,1100,06
PHYSICS I,STU,4,TF,10:00AM,11:50AM,Washington/Kim,J-ROWL 2C06,48,36,12,PHYS,2020-01-13,2020-05-08,SPRING 2020,91141,1100,07
PHYSICS I,TES,4,T,6:00PM,7:50PM,Staff,DARRIN 308,48,36,12,PHYS,2020-01-13,2020-05-08,SPRING 2020,91141,1100,07
PHYSICS I,STU,4,TF,12:00PM,1:50PM,Wetzel/Kim,J-ROWL 2C30,48,38,10,PHYS,2020-01-13,2020-05-08,SPRING 2020,92547,1100,08
PHYSICS I,TES,4,T,6:00PM,7:50PM,Staff,DARRIN 308,48,38,10,PHYS,2020-01-13,2020-05-08,SPRING 2020,92547,1100,08
PHYSICS I,STU,4,TF,12:00PM,1:50PM,Kim,J-ROWL 2C06,48,44,4,PHYS,2020-01-13,2020-05-08,SPRING 2020,91446,1100,09
PHYSICS I,TES,4,T,6:00PM,7:50PM,Staff,DARRIN 308,48,44,4,PHYS,2020-01-13,2020-05-08,SPRING 2020,91446,1100,09
PHYSICS I,STU,4,TF,2:00PM,3:50PM,Michael/Kim,J-ROWL 2C30,48,21,27,PHYS,2020-01-13,2020-05-08,SPRING 2020,91138,1100,10
PHYSICS I,TES,4,T,6:00PM,7:50PM,Staff,DARRIN 308,48,21,27,PHYS,2020-01-13,2020-05-08,SPRING 2020,91138,1100,10
PHYSICS I,STU,4,MR,10:00AM,11:50AM,Wang/Kim,J-ROWL 2C30,48,10,38,PHYS,2020-01-13,2020-05-08,SPRING 2020,94541,1100,11
PHYSICS I,TES,4,T,6:00PM,7:50PM,Staff,DARRIN 308,48,10,38,PHYS,2020-01-13,2020-05-08,SPRING 2020,94541,1100,11
PHYSICS I,STU,4,MR,12:00PM,1:50PM,Kim,J-ROWL 2C30,48,46,2,PHYS,2020-01-13,2020-05-08,SPRING 2020,94542,1100,12
PHYSICS I,TES,4,T,6:00PM,7:50PM,Staff,DARRIN 308,48,46,2,PHYS,2020-01-13,2020-05-08,SPRING 2020,94542,1100,12
PHYSICS I,STU,4,MR,4:00PM,5:50PM,Georg/Kim,J-ROWL 2C06,48,28,20,PHYS,2020-01-13,2020-05-08,SPRING 2020,94582,1100,13
PHYSICS I,TES,4,T,6:00PM,7:50PM,Staff,DARRIN 308,48,28,20,PHYS,2020-01-13,2020-05-08,SPRING 2020,94582,1100,13
PHYSICS I,STU,4,TF,10:00AM,11:50AM,Wetzel/Kim,J-ROWL 2C30,48,20,28,PHYS,2020-01-13,2020-05-08,SPRING 2020,94583,1100,14
PHYSICS I,TES,4,T,6:00PM,7:50PM,Staff,DARRIN 308,48,20,28,PHYS,2020-01-13,2020-05-08,SPRING 2020,94583,1100,14
PHYSICS II,STU,4,MR,10:00AM,11:50AM,Staff,J-ROWL 2C22,48,43,5,PHYS,2020-01-13,2020-05-08,SPRING 2020,91313,1200,01
PHYSICS II,LEC,4,MR,8:00AM,9:50AM,Ciolek,DARRIN 308,48,43,5,PHYS,2020-01-13,2020-05-08,SPRING 2020,91313,1200,01
PHYSICS II,TES,4,W,6:00PM,7:20PM,Staff,WEST AUD,48,43,5,PHYS,2020-01-13,2020-05-08,SPRING 2020,91313,1200,01
PHYSICS II,STU,4,MR,10:00AM,11:50AM,Staff,J-ROWL 2C14,36,26,10,PHYS,2020-01-13,2020-05-08,SPRING 2020,91088,1200,02
PHYSICS II,LEC,4,MR,8:00AM,9:50AM,Ciolek,DARRIN 308,36,26,10,PHYS,2020-01-13,2020-05-08,SPRING 2020,91088,1200,02
PHYSICS II,TES,4,W,6:00PM,7:20PM,Staff,WEST AUD,36,26,10,PHYS,2020-01-13,2020-05-08,SPRING 2020,91088,1200,02
PHYSICS II,STU,4,MR,12:00PM,1:50PM,Staff,J-ROWL 2C14,48,40,8,PHYS,2020-01-13,2020-05-08,SPRING 2020,91015,1200,03
PHYSICS II,LEC,4,MR,8:00AM,9:50AM,Ciolek,DARRIN 308,48,40,8,PHYS,2020-01-13,2020-05-08,SPRING 2020,91015,1200,03
PHYSICS II,TES,4,W,6:00PM,7:20PM,Staff,WEST AUD,48,40,8,PHYS,2020-01-13,2020-05-08,SPRING 2020,91015,1200,03
PHYSICS II,STU,4,MR,12:00PM,1:50PM,Staff,J-ROWL 2C22,48,13,35,PHYS,2020-01-13,2020-05-08,SPRING 2020,92548,1200,04
PHYSICS II,LEC,4,MR,8:00AM,9:50AM,Ciolek,DARRIN 308,48,13,35,PHYS,2020-01-13,2020-05-08,SPRING 2020,92548,1200,04
PHYSICS II,TES,4,W,6:00PM,7:20PM,Staff,WEST AUD,48,13,35,PHYS,2020-01-13,2020-05-08,SPRING 2020,92548,1200,04
PHYSICS II,STU,4,MR,2:00PM,3:50PM,Wertz,J-ROWL 2C22,48,21,27,PHYS,2020-01-13,2020-05-08,SPRING 2020,91074,1200,05
PHYSICS II,LEC,4,MR,8:00AM,9:50AM,Ciolek,DARRIN 308,48,21,27,PHYS,2020-01-13,2020-05-08,SPRING 2020,91074,1200,05
PHYSICS II,TES,4,W,6:00PM,7:20PM,Staff,DARRIN 318,48,21,27,PHYS,2020-01-13,2020-05-08,SPRING 2020,91074,1200,05
PHYSICS II,STU,4,TF,10:00AM,11:50AM,Lin,J-ROWL 2C14,48,43,5,PHYS,2020-01-13,2020-05-08,SPRING 2020,91142,1200,07
