course_name,course_type,course_credit_hours,course_days_of_the_week,course_start_time,course_end_time,course_instructor,course_location,course_max_enroll,course_enrolled,course_remained,course_department,course_start_date,course_end_date,semester,course_crn,course_level,course_section,short_name,full_name,description,raw_precoreqs,offer_frequency,prerequisites,corequisites,school
DISSERTATION,LEC,1-15,,,,Zappen,,10,0,10,COMM,2022-08-29,2022-12-20,FALL 2022,55464,9990,02,COMM-9990,Dissertation,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S.",,,[],[],"Humanities, Arts and Social Sciences"
DISSERTATION,LEC,1-15,,,,Deery,,10,0,10,COMM,2022-08-29,2022-12-20,FALL 2022,57140,9990,03,COMM-9990,Dissertation,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S.",,,[],[],"Humanities, Arts and Social Sciences"
DISSERTATION,LEC,1-15,,,,Search,,10,0,10,COMM,2022-08-29,2022-12-20,FALL 2022,58459,9990,04,COMM-9990,Dissertation,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S.",,,[],[],"Humanities, Arts and Social Sciences"
DISSERTATION,LEC,1-15,,,,Gordon,,10,0,10,COMM,2022-08-29,2022-12-20,FALL 2022,55525,9990,05,COMM-9990,Dissertation,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S.",,,[],[],"Humanities, Arts and Social Sciences"
DISSERTATION,,1-15,,,,Kimball,,10,0,10,COMM,2022-08-29,2022-12-20,FALL 2022,59121,9990,06,COMM-9990,Dissertation,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S.",,,[],[],"Humanities, Arts and Social Sciences"
COMPUTER SCIENCE I,LEC,4,MR,2:00PM,3:20PM,Turner/Hulbert,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,55032,1100,01,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LAB,4,T,10:00AM,11:50AM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,55032,1100,01,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,55032,1100,01,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LEC,4,MR,2:00PM,3:20PM,Turner/Hulbert,,34,1,33,CSCI,2022-08-29,2022-12-20,FALL 2022,55350,1100,02,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LAB,4,T,10:00AM,11:50AM,Staff,,34,1,33,CSCI,2022-08-29,2022-12-20,FALL 2022,55350,1100,02,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,34,1,33,CSCI,2022-08-29,2022-12-20,FALL 2022,55350,1100,02,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LEC,4,MR,2:00PM,3:20PM,Turner/Hulbert,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,55351,1100,03,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LAB,4,T,12:00PM,1:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,55351,1100,03,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,55351,1100,03,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LEC,4,MR,2:00PM,3:20PM,Turner/Hulbert,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,57095,1100,04,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LAB,4,W,10:00AM,11:50AM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,57095,1100,04,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,57095,1100,04,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LEC,4,MR,2:00PM,3:20PM,Turner/Hulbert,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,57096,1100,05,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LAB,4,W,12:00PM,1:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,57096,1100,05,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,57096,1100,05,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LEC,4,MR,2:00PM,3:20PM,Turner/Hulbert,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,56273,1100,06,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LAB,4,W,12:00PM,1:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,56273,1100,06,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,56273,1100,06,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LEC,4,MR,2:00PM,3:20PM,Turner/Hulbert,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,55033,1100,07,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LAB,4,W,4:00PM,5:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,55033,1100,07,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,55033,1100,07,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LEC,4,MR,2:00PM,3:20PM,Turner/Hulbert,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,56816,1100,08,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LAB,4,W,2:00PM,3:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,56816,1100,08,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,56816,1100,08,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LEC,4,MR,2:00PM,3:20PM,Turner/Hulbert,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,56281,1100,09,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LAB,4,W,2:00PM,3:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,56281,1100,09,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,56281,1100,09,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LEC,4,MR,2:00PM,3:20PM,Turner/Hulbert,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,55034,1100,10,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LAB,4,W,6:00PM,7:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,55034,1100,10,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,55034,1100,10,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LEC,4,MR,2:00PM,3:20PM,Turner/Hulbert,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,57868,1100,11,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LAB,4,W,10:00AM,11:50AM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,57868,1100,11,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,57868,1100,11,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LEC,4,MR,2:00PM,3:20PM,Turner/Hulbert,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,57280,1100,12,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LAB,4,W,2:00PM,3:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,57280,1100,12,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,57280,1100,12,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LEC,4,MR,2:00PM,3:20PM,Turner/Hulbert,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,58472,1100,13,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LAB,4,T,2:00PM,3:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,58472,1100,13,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,58472,1100,13,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LEC,4,MR,12:00PM,1:20PM,Mushtaque/Hulbert,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,57869,1100,14,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LAB,4,W,12:00PM,1:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,57869,1100,14,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,57869,1100,14,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LEC,4,MR,12:00PM,1:20PM,Mushtaque/Hulbert,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,55036,1100,15,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LAB,4,W,6:00PM,7:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,55036,1100,15,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,55036,1100,15,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LEC,4,MR,12:00PM,1:20PM,Mushtaque/Hulbert,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,57674,1100,16,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LAB,4,T,12:00PM,1:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,57674,1100,16,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,57674,1100,16,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LEC,4,MR,12:00PM,1:20PM,Mushtaque/Hulbert,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,56455,1100,17,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LAB,4,W,4:00PM,5:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,56455,1100,17,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,56455,1100,17,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LEC,4,MR,12:00PM,1:20PM,Mushtaque/Hulbert,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,57870,1100,18,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,LAB,4,W,6:00PM,7:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,57870,1100,18,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
COMPUTER SCIENCE I,TES,4,R,6:00PM,7:50PM,Staff,,34,0,34,CSCI,2022-08-29,2022-12-20,FALL 2022,57870,1100,18,CSCI-1100,Computer Science I,"An introduction to computer programming algorithm design and analysis. Additional topics include basic computer organization; internal representation of scalar and array data; use of top-down design and subprograms to tackle complex problems; abstract data types. Enrichment material as time allows. Interdisciplinary case studies, numerical and nonnumerical applications. Students who have passed CSCI 1200 cannot register for this course.",,,[],[],Science
