course_name,course_type,course_credit_hours,course_days_of_the_week,course_start_time,course_end_time,course_instructor,course_location,course_max_enroll,course_enrolled,course_remained,course_department,course_start_date,course_end_date,semester,course_crn,course_level,course_section,short_name,full_name,description,raw_precoreqs,offer_frequency,prerequisites,corequisites,school
MASTER'S THESIS,LEC,1-15,,,,Palermo,,10,0,10,MTLE,2022-05-23,2022-08-19,SUMMER 2022,16831,6990,01,MTLE-6990,Master’s Thesis,,,,[],[],Engineering
MASTER'S THESIS,LEC,1-15,,,,Duquette,,25,0,25,MTLE,2022-05-23,2022-08-19,SUMMER 2022,16906,6990,03,MTLE-6990,Master’s Thesis,,,,[],[],Engineering
MASTER'S THESIS,LEC,1-15,,,,Hull,,5,0,5,MTLE,2022-05-23,2022-08-19,SUMMER 2022,17092,6990,05,MTLE-6990,Master’s Thesis,,,,[],[],Engineering
MASTER'S THESIS,LEC,1-15,,,,Siegel,,5,0,5,MTLE,2022-05-23,2022-08-19,SUMMER 2022,17039,6990,09,MTLE-6990,Master’s Thesis,,,,[],[],Engineering
MASTER'S THESIS,LEC,1-15,,,,Gall,,25,0,25,MTLE,2022-05-23,2022-08-19,SUMMER 2022,16889,6990,14,MTLE-6990,Master’s Thesis,,,,[],[],Engineering
DISSERTATION,LEC,1-15,,,,Ozisik,,10,0,10,MTLE,2022-05-23,2022-08-19,SUMMER 2022,16845,9990,02,MTLE-9990,Dissertation,,,,[],[],Engineering
DISSERTATION,LEC,1-15,,,,Duquette,,25,0,25,MTLE,2022-05-23,2022-08-19,SUMMER 2022,16900,9990,03,MTLE-9990,Dissertation,,,,[],[],Engineering
DISSERTATION,LEC,1-15,,,,Gall,,5,0,5,MTLE,2022-05-23,2022-08-19,SUMMER 2022,17004,9990,04,MTLE-9990,Dissertation,,,,[],[],Engineering
DISSERTATION,LEC,1-15,,,,Siegel,,5,0,5,MTLE,2022-05-23,2022-08-19,SUMMER 2022,17038,9990,09,MTLE-9990,Dissertation,,,,[],[],Engineering
EXPERIMENTAL PHYSICS,LEC,4,W,8:00AM,12:00PM,Michael,,16,0,16,PHYS,2022-05-23,2022-08-19,SUMMER 2022,17625,2350,01,PHYS-2350,Experimental Physics,,,,[],[],Science
EXPERIMENTAL PHYSICS,LEC,4,W,8:00AM,12:00PM,Michael,,16,0,16,PHYS,2022-05-23,2022-08-19,SUMMER 2022,17626,2350,02,PHYS-2350,Experimental Physics,,,,[],[],Science
COMPUTING FOR PHYSICISTS,LEC,4,TF,1:30PM,3:35PM,West,,40,0,40,PHYS,2022-05-23,2022-08-19,SUMMER 2022,17336,2962,01,PHYS-2962,,,,,,,Science
MATHEMATICAL PHYS FOR PHYSICS,LEC,4,MR,1:30PM,3:35PM,Georg,,25,0,25,PHYS,2022-05-23,2022-08-19,SUMMER 2022,17648,4962,01,PHYS-4962,,,,,,,Science
BEHAVIORAL NEUROSCIENCE,LEC,4,MR,1:30PM,3:35PM,Walf,,15,0,15,PSYC,2022-05-23,2022-08-19,SUMMER 2022,17257,4320,01,PSYC-4320,,,,,,,"Humanities, Arts and Social Sciences"
"HORMONES, BRAIN & BEHAVIOR",,4,MR,10:30AM,12:35PM,Walf,,15,0,15,PSYC,2022-05-23,2022-08-19,SUMMER 2022,17746,4700,01,PSYC-4700,"Hormones, Brain, and Behavior",,,,[],[],"Humanities, Arts and Social Sciences"
DESIGN & INNOVATION STUDIO A,,4,TF,1:30PM,4:35PM,Sawyer,,25,0,25,STSO,2022-05-23,2022-08-19,SUMMER 2022,17792,4600,01,STSO-4600,Design and Innovation Studio A,,,,[],[],Other
STRATEGIC WRITING,,4,TF,10:30AM,12:35PM,Staff,,19,0,19,WRIT,2022-05-23,2022-08-19,SUMMER 2022,17744,2110,01,WRIT-2110,Strategic Writing,,,,[],[],"Humanities, Arts and Social Sciences"
SPEECH COMMUNICATION,,4,MR,1:30PM,3:35PM,Gipson,,19,0,19,WRIT,2022-05-23,2022-08-19,SUMMER 2022,17745,2340,01,WRIT-2340,Speech Communication,,,,[],[],"Humanities, Arts and Social Sciences"
WRITING ABOUT DIVERSITY,LEC,4,TF,4:00PM,6:05PM,Staff,,19,0,19,WRIT,2022-05-23,2022-08-19,SUMMER 2022,17778,4960,0,WRIT-4960,Topics in Writing,,,,[],[],"Humanities, Arts and Social Sciences"
STORYTELLING: PODCASTS & RADIO,LEC,4,MTRF,10:30AM,12:35PM,Press,,16,0,16,ARTS,2022-05-23,2022-07-01,SUMMER 2022,17771,2960,01,ARTS-2960,Topics in the Arts,,,,[],[],"Humanities, Arts and Social Sciences"
3D VISUAL EFFECTS,,4,MTR,4:00PM,6:50PM,Ruzanka,,19,0,19,ARTS,2022-05-23,2022-07-01,SUMMER 2022,17793,4060,01,ARTS-4060,3D Visual Effects,,,,[],[],"Humanities, Arts and Social Sciences"
TOPICS IN DEEP LISTENING,,4,MTRF,10:30AM,12:35PM,Loveless,,19,0,19,ARTS,2022-05-23,2022-07-01,SUMMER 2022,17733,4180,01,ARTS-4180,Topics in Deep Listening,,,,[],[],"Humanities, Arts and Social Sciences"
TOPICS IN DEEP LISTENING,,4,MTRF,10:30AM,12:35PM,Loveless,,19,0,19,ARTS,2022-05-23,2022-07-01,SUMMER 2022,17734,6180,01,ARTS-6180,Topics in Deep Listening,,,,[],[],"Humanities, Arts and Social Sciences"
INTRODUCTION TO BIOLOGY,LEC,3,TRF,10:30AM,12:35PM,Ramanath/Shablovsky,,64,0,64,BIOL,2022-05-23,2022-07-01,SUMMER 2022,17176,1010,01,BIOL-1010,Introduction to Biology,,,,[],[],Science
INTRODUCTION TO BIOLOGY LAB,LAB,1,TF,1:15PM,3:50PM,Ramanath/Shablovsky,,64,0,64,BIOL,2022-05-23,2022-07-01,SUMMER 2022,17177,1015,01,BIOL-1015,Introduction to Biology Laboratory,,,,[],[],Science
MICROBIOLOGY LABORATORY,LAB,6,TRF,1:00PM,4:50PM,Bonocora,,10,0,10,BIOL,2022-05-23,2022-07-01,SUMMER 2022,17600,4320,01,BIOL-4320,Microbiology Lab,,,,[],[],Science
CHEMISTRY I,LEC,4,MTRF,10:30AM,12:35PM,Ma,,20,0,20,CHEM,2022-05-23,2022-07-01,SUMMER 2022,17189,1100,01,CHEM-1100,Chemistry I,,,,[],[],Science
CHEMISTRY I,LAB,4,MR,1:00PM,3:50PM,Tysoe/Morrissey,,20,0,20,CHEM,2022-05-23,2022-07-01,SUMMER 2022,17189,1100,01,CHEM-1100,Chemistry I,,,,[],[],Science
ORGANIC CHEMISTRY LAB I,LAB,1,TF,3:05PM,5:55PM,Kirova-Sno,,10,0,10,CHEM,2022-05-23,2022-07-01,SUMMER 2022,17646,2230,01,CHEM-2230,Organic Chemistry Laboratory I,,,,[],[],Science
ORGANIC CHEMISTRY I,LEC,3,MTRF,10:30AM,12:20PM,Totsingan,,40,0,40,CHEM,2022-05-23,2022-07-01,SUMMER 2022,16964,2250,01,CHEM-2250,Organic Chemistry I,,,,[],[],Science
CHEMISTRY IN THE MOVIES,LEC,3,MR,6:00PM,7:50PM,Tysoe,,20,0,20,CHEM,2022-05-23,2022-07-01,SUMMER 2022,17570,4961,01,CHEM-4961,,,,,,,Science
CHEMISTRY IN THE MOVIES,LEC,3,,,,Tysoe,,20,0,20,CHEM,2022-05-23,2022-07-01,SUMMER 2022,17570,4961,01,CHEM-4961,,,,,,,Science
COMM THEORY & PRACTICE,,4,MTRF,1:30PM,3:35PM,Ran,,19,0,19,COMM,2022-05-23,2022-07-01,SUMMER 2022,17739,2520,01,COMM-2520,Communication Theory and Practice,,,,[],[],"Humanities, Arts and Social Sciences"
INTERACTIVE DATA VISUALIZATION,STU,4,MTR,4:00PM,6:50PM,Search,,12,0,12,COMM,2022-05-23,2022-07-01,SUMMER 2022,17208,4880,01,COMM-4880,Interactive Data Visualization,,,,[],[],"Humanities, Arts and Social Sciences"
SOCIAL MEDIA & STRATEGIC COMM,LEC,4,MTRF,4:00PM,6:05PM,Ran,,19,0,19,COMM,2022-05-23,2022-07-01,SUMMER 2022,17773,4960,02,COMM-4960,Topics in Communication,,,,[],[],"Humanities, Arts and Social Sciences"
INTERACTIVE DATA VISUALIZATION,STU,3,MTR,4:00PM,6:50PM,Search,,5,0,5,COMM,2022-05-23,2022-07-01,SUMMER 2022,17209,6880,01,COMM-6880,Interactive Data Visualization,,,,[],[],"Humanities, Arts and Social Sciences"
INTERMEDIATE MACROECON THEORY,LEC,4,MTRF,1:30PM,3:35PM,Mahmoudi,,30,0,30,ECON,2022-05-23,2022-07-01,SUMMER 2022,17503,2020,02,ECON-2020,Intermediate Macroeconomic Theory,,,,[],[],"Humanities, Arts and Social Sciences"
ENVIRONMENTAL ECONOMICS,STU,4,MTRF,4:00PM,6:05PM,Greene,,40,0,40,ECON,2022-05-23,2022-07-01,SUMMER 2022,17329,4230,01,ECON-4230,Environmental Economics,,,,[],[],"Humanities, Arts and Social Sciences"
MASTER'S PROJECT,LEC,1-16,,,,Wilt,,10,0,10,ECSE,2022-05-23,2022-07-01,SUMMER 2022,17676,6980,03,ECSE-6980,Master's Project,,,,[],[],Engineering
INTRO TO ENGR ANALYSIS,LEC,4,MTRF,8:00AM,10:05AM,Wang,,40,0,40,ENGR,2022-05-23,2022-07-01,SUMMER 2022,16940,1100,01,ENGR-1100,Introduction to Engineering Analysis,,,,[],[],Engineering
ENG GRAPHICS & CAD,LEC,1,MTR,10:30AM,12:35PM,Morris,,20,0,20,ENGR,2022-05-23,2022-07-01,SUMMER 2022,16821,1200,01,ENGR-1200,Engineering Graphics and CAD,,,,[],[],Engineering
MATERIALS SCIENCE,LEC,4,MTRF,10:30AM,12:35PM,Ramanath,,25,0,25,ENGR,2022-05-23,2022-07-01,SUMMER 2022,17028,1600,01,ENGR-1600,Materials Science,,,,[],[],Engineering
PD: LEADERSHIP COMPETENCIES,LEC,1,MR,8:00AM,10:05AM,Obiero/Chichester/Sul,,48,0,48,ENGR,2022-05-23,2022-07-01,SUMMER 2022,17002,4010,01,ENGR-4010,Professional Development: Leadership Competencies,,,,[],[],Engineering
GAME DEVELOPMENT II,,4,MTRF,10:30AM,12:35PM,Payen,,30,0,30,GSAS,2022-05-23,2022-07-01,SUMMER 2022,17740,4540,01,GSAS-4540,Game Development II,,,,[],[],"Humanities, Arts and Social Sciences"
INTERMEDIATE GAME DESIGN,LEC,4,MTRF,1:30PM,3:35PM,Payen,,19,0,19,GSAS,2022-05-23,2022-07-01,SUMMER 2022,17791,4961,01,GSAS-4961,,,,,,,"Humanities, Arts and Social Sciences"
COMMUNITY READ SEMINAR,LEC,4,MTR,1:30PM,3:35PM,Anicca,,19,0,19,IHSS,2022-05-23,2022-07-01,SUMMER 2022,17666,4961,01,IHSS-4961,,,,,,,"Humanities, Arts and Social Sciences"
CHINESE I,,4,MTRF,8:00AM,10:05AM,Yue,,19,0,19,LANG,2022-05-23,2022-07-01,SUMMER 2022,17741,1410,01,LANG-1410,Chinese I,,,,[],[],"Humanities, Arts and Social Sciences"
CHINESE LANG & CULTURE IN FILM,LEC,4,MTRF,1:30PM,3:35PM,Yue,,19,0,19,LANG,2022-05-23,2022-07-01,SUMMER 2022,17343,4961,01,LANG-4961,,,,,,,"Humanities, Arts and Social Sciences"
PROPULSION SYSTEMS,LEC,3,MTRF,1:30PM,3:20PM,Oehlschlae,,40,0,40,MANE,2022-05-23,2022-07-01,SUMMER 2022,17354,4080,01,MANE-4080,Propulsion Systems,,,,[],[],Engineering
INTRO TO FINITE ELEMENTS,LEC,3,MTRF,10:30AM,12:35PM,Panneersel,,40,0,40,MANE,2022-05-23,2022-07-01,SUMMER 2022,17321,4240,01,MANE-4240,Introduction to Finite Elements,,,,[],[],Engineering
SUSTAINABLE ENERGY SYSTEMS,LEC,4,MTRF,10:30AM,12:35PM,Oehlschlae,,40,0,40,MANE,2022-05-23,2022-07-01,SUMMER 2022,17783,4960,01,MANE-4960,"Topics in Mechanical Engineering, Aerospace Engineering, or Nuclear Engineering",,,,[],[],Engineering
DISSERTATION,LEC,1-15,,,,Gall,,10,0,10,MTLE,2022-05-23,2022-07-01,SUMMER 2022,17034,9990,05,MTLE-9990,Dissertation,,,,[],[],Engineering
INTRODUCTION TO LOGIC,LEC,4,MTRF,8:00AM,10:05AM,Van Heuvel,,49,0,49,PHIL,2022-05-23,2022-07-01,SUMMER 2022,16858,2140,01,PHIL-2140,Introduction to Logic,,,,[],[],"Humanities, Arts and Social Sciences"
BIOETHICS,LEC,4,MTRF,10:30AM,12:35PM,Smith,,25,0,25,PHIL,2022-05-23,2022-07-01,SUMMER 2022,17515,4500,01,PHIL-4500,Bioethics,,,,[],[],"Humanities, Arts and Social Sciences"
PHYSICS I,LEC,4,MTRF,1:30PM,3:35PM,Kim,,24,0,24,PHYS,2022-05-23,2022-07-01,SUMMER 2022,17030,1100,01,PHYS-1100,Physics I,,,,[],[],Science
INTRO PHYSICS TEACH PRACTICUM,LEC,2,,,,Persans,,30,0,30,PHYS,2022-05-23,2022-07-01,SUMMER 2022,17580,2961,01,PHYS-2961,,,,,,,Science
MASTER'S PROJECT,LEC,1-9,,,,Wang,,10,0,10,PHYS,2022-05-23,2022-07-01,SUMMER 2022,16999,6980,01,PHYS-6980,Master's Project,,,,[],[],Science
PSYCHOLOGY OF MINDFULNESS,LEC,4,MTRF,8:00AM,10:05AM,Traver,,19,0,19,PSYC,2022-05-23,2022-07-01,SUMMER 2022,17494,4430,01,PSYC-4430,Psychology of Mindfulness,,,,[],[],"Humanities, Arts and Social Sciences"
POSITIVE PSYCHOLOGY,LEC,4,MTRF,10:30AM,12:35PM,Traver,,160,0,160,PSYC,2022-05-23,2022-07-01,SUMMER 2022,17259,4730,01,PSYC-4730,Positive Psychology,,,,[],[],"Humanities, Arts and Social Sciences"
LEADERSHIP THEORIES,,1,,8:00AM,8:01AM,Traver,,19,0,19,PSYC,2022-05-23,2022-07-01,SUMMER 2022,17780,4960,01,PSYC-4960,Topics in Psychology,,,,[],[],"Humanities, Arts and Social Sciences"
PD - TECH ISSUES & SOLUTIONS,LEC,2,MR,8:00AM,10:05AM,Hoffman,,35,0,35,STSO,2022-05-23,2022-07-01,SUMMER 2022,17748,4100,01,STSO-4100,Professional Development  2 –Technical Issues and Solutions,,,,[],[],Other
PD - TECH ISSUES & SOLUTIONS,LEC,2,MR,10:30AM,12:35PM,Hoffman,,35,0,35,STSO,2022-05-23,2022-07-01,SUMMER 2022,17749,4100,02,STSO-4100,Professional Development  2 –Technical Issues and Solutions,,,,[],[],Other
PD - TECH ISSUES & SOLUTIONS,LEC,2,MR,1:30PM,3:35PM,Hoffman,,35,0,35,STSO,2022-05-23,2022-07-01,SUMMER 2022,17750,4100,03,STSO-4100,Professional Development  2 –Technical Issues and Solutions,,,,[],[],Other
INTRO TO CREATIVE WRITING,LEC,4,MTR,4:10PM,7:00PM,Anicca,,19,0,19,WRIT,2022-05-23,2022-07-01,SUMMER 2022,17635,2960,01,WRIT-2960,Topics in Writing,,,,[],[],"Humanities, Arts and Social Sciences"
SUMMER ADMINIST REGISTRATION,LEC,0,,,,Staff,,100,0,100,ADMN,2022-07-11,2022-08-19,SUMMER 2022,17718,6600,02,ADMN-6600,,,,,,,Other
HACTIVISM,,4,MTRF,10:30AM,12:35PM,Vamos,,19,0,19,ARTS,2022-07-11,2022-08-19,SUMMER 2022,17787,4560,01,ARTS-4560,Hactivism,,,,[],[],"Humanities, Arts and Social Sciences"
ORGANIC CHEMISTRY LAB II,LAB,1,TF,3:05PM,5:55PM,Totsingan,,10,0,10,CHEM,2022-07-11,2022-08-19,SUMMER 2022,17647,2240,01,CHEM-2240,Organic Chemistry Laboratory II,,,,[],[],Science
ORGANIC CHEMISTRY II,LEC,3,MTRF,10:30AM,12:20PM,Kirova-Sno,,40,0,40,CHEM,2022-07-11,2022-08-19,SUMMER 2022,16965,2260,01,CHEM-2260,Organic Chemistry II,,,,[],[],Science
FOOD CHEMISTRY AND TECHNOLOGY,LEC,2,TF,10:30AM,12:35PM,Totsingan,,20,0,20,CHEM,2022-07-11,2022-08-19,SUMMER 2022,17571,4962,01,CHEM-4962,,,,,,,Science
SUPERHEROES IN THE CLASSROOM,LEC,4,MTRF,10:30AM,12:35PM,Jeansonne,,19,0,19,COMM,2022-07-11,2022-08-19,SUMMER 2022,17772,2616,01,COMM-2616,Superheroes in the Classroom,,,,[],[],"Humanities, Arts and Social Sciences"
SOCIAL MEDIA: EAST & WEST,LEC,4,MTRF,1:30PM,3:35PM,Zhou,,19,0,19,COMM,2022-07-11,2022-08-19,SUMMER 2022,17524,4960,01,COMM-4960,Topics in Communication,,,,[],[],"Humanities, Arts and Social Sciences"
INTERNAT ECO AND GLOBALIZATION,LEC,4,MTRF,1:30PM,3:35PM,Mahmoudi,,30,0,30,ECON,2022-07-11,2022-08-19,SUMMER 2022,17525,4190,01,ECON-4190,International Economics and Globalization,,,,[],[],"Humanities, Arts and Social Sciences"
ECONOMETRICS,LEC,4,MTRF,8:00AM,10:05AM,Peng,,40,0,40,ECON,2022-07-11,2022-08-19,SUMMER 2022,17360,4570,01,ECON-4570,Econometrics,,,,[],[],"Humanities, Arts and Social Sciences"
CURRENT EVENTS IN ECON,LEC,1,MR,4:00PM,6:05PM,Greene,,40,0,40,ECON,2022-07-11,2022-08-19,SUMMER 2022,17790,4960,01,ECON-4960,Topics in Economics,,,,[],[],"Humanities, Arts and Social Sciences"
PROFESSIONAL PROJECT,LEC,3,,,,Wen,,1,0,1,ECSE,2022-07-11,2022-08-19,SUMMER 2022,17114,6970,01,ECSE-6970,Professional Project,,,,[],[],Engineering
MASTERS PROFESSIONAL PROJECT,LEC,3,,,,Wen,,1,0,1,ECSE,2022-07-11,2022-08-19,SUMMER 2022,17115,6970,05,ECSE-6970,Professional Project,,,,[],[],Engineering
MASTERS THESIS,LEC,1-12,,,,Radke,,5,0,5,ECSE,2022-07-11,2022-08-19,SUMMER 2022,17081,6990,03,ECSE-6990,Master's Thesis,,,,[],[],Engineering
ENGINEERIING PROCESSES,LAB,1,TR,1:00PM,4:20PM,Szczesniak,,28,0,28,ENGR,2022-07-11,2022-08-19,SUMMER 2022,16969,1300,01,ENGR-1300,Engineering Processes,,,,[],[],Engineering
THERMAL AND FLUIDS ENGR I,LEC,4,MTRF,1:30PM,3:35PM,Hedden,,60,0,60,ENGR,2022-07-11,2022-08-19,SUMMER 2022,17238,2250,02,ENGR-2250,Thermal and Fluids Engineering I,,,,[],[],Engineering
PD: LEADERSHIP COMPETENCIES,LEC,1,MR,1:30PM,3:35PM,Sullivan/Obiero/Chich,,48,0,48,ENGR,2022-07-11,2022-08-19,SUMMER 2022,17323,4010,02,ENGR-4010,Professional Development: Leadership Competencies,,,,[],[],Engineering
DIALOGUE FACILIATION METHODS,LEC,4,MTRF,1:30PM,3:35PM,Jeansonne/Corron,,19,0,19,IHSS,2022-07-11,2022-08-19,SUMMER 2022,17776,2960,01,IHSS-2960,Topics in Interdisciplinary Humanities and Social Science Studies,,,,[],[],"Humanities, Arts and Social Sciences"
MGMT OF ENGINEERING & TECH,LEC,3,TF,1:30PM,3:35PM,Hirsa,,25,0,25,ISYE,2022-07-11,2022-08-19,SUMMER 2022,17798,2960,01,ISYE-2960,Topics in ISYE,,,,[],[],Engineering
CHINESE CALLIGRAPHY,LEC,4,MTRF,4:00PM,6:05PM,Zhou,,19,0,19,LANG,2022-07-11,2022-08-19,SUMMER 2022,17777,4960,01,LANG-4960,Topics in Language,,,,[],[],"Humanities, Arts and Social Sciences"
SCIENCE AND FICTION,,4,MTRF,1:30PM,3:35PM,Deery,,19,0,19,LITR,2022-07-11,2022-08-19,SUMMER 2022,17604,4150,01,LITR-4150,Science and Fiction,,,,[],[],"Humanities, Arts and Social Sciences"
PHILOSOPHY OF SCIENCE,,4,MTRF,1:30PM,3:34PM,Milanese,,19,0,19,PHIL,2022-07-11,2022-08-19,SUMMER 2022,17742,4130,01,PHIL-4130,Philosophy of Science,,,,[],[],"Humanities, Arts and Social Sciences"
PHILOSOPHY OF SCIENCE,,4,MTRF,4:00PM,6:05PM,Milanese,,19,0,19,PHIL,2022-07-11,2022-08-19,SUMMER 2022,17743,4130,02,PHIL-4130,Philosophy of Science,,,,[],[],"Humanities, Arts and Social Sciences"
PHYSICS II,LEC,4,MTRF,1:30PM,3:35PM,Kim,,24,0,24,PHYS,2022-07-11,2022-08-19,SUMMER 2022,17031,1200,01,PHYS-1200,Physics II,,,,[],[],Science
INTRO PHYS TEACH PRACTICUM,LEC,2,,,,Persans,,30,0,30,PHYS,2022-07-11,2022-08-19,SUMMER 2022,17581,2961,02,PHYS-2961,,,,,,,Science
RESEARCH METHODS & STATS I,,4,MTRF,8:00AM,10:05AM,Jacobskind,,29,0,29,PSYC,2022-07-11,2022-08-19,SUMMER 2022,17789,2310,01,PSYC-2310,Research Methods and Statistics I,,,,[],[],"Humanities, Arts and Social Sciences"
PD - TECH ISSUES & SOLUTIONS,LEC,2,MR,10:30AM,12:35PM,Hirsa,,30,0,30,STSO,2022-07-11,2022-08-19,SUMMER 2022,17751,4100,04,STSO-4100,Professional Development  2 –Technical Issues and Solutions,,,,[],[],Other
PD - TECH ISSUES & SOLUTIONS,LEC,2,MR,1:30PM,3:35PM,Hirsa,,30,0,30,STSO,2022-07-11,2022-08-19,SUMMER 2022,17752,4100,05,STSO-4100,Professional Development  2 –Technical Issues and Solutions,,,,[],[],Other
PD - TECH ISSUES & SOLUTIONS,LEC,2,TF,10:30AM,12:35PM,Hirsa,,30,0,30,STSO,2022-07-11,2022-08-19,SUMMER 2022,17753,4100,06,STSO-4100,Professional Development  2 –Technical Issues and Solutions,,,,[],[],Other
