course_name,course_type,course_credit_hours,course_days_of_the_week,course_start_time,course_end_time,course_instructor,course_location,course_max_enroll,course_enrolled,course_remained,course_department,course_start_date,course_end_date,semester,course_crn,course_level,course_section,short_name,full_name,description,raw_precoreqs,offer_frequency,prerequisites,corequisites,school
STUDENT SUCCESS LABS,LEC,0,T,4:00PM,4:50PM,Trzepacz,,130,0,130,ADMN,2023-08-28,2023-12-20,FALL 2023,63285,1824,01,ADMN-1824,,,,,,,Other
FIRST YEAR SEMINAR,LEC,0,W,4:00PM,4:50PM,Steigler,,50,0,50,ADMN,2023-08-28,2023-12-20,FALL 2023,60896,1961,01,ADMN-1961,,,,,,,Other
FIRST YEAR SEMINAR,LEC,0,W,1:00PM,1:50PM,Steigler,,20,0,20,ADMN,2023-08-28,2023-12-20,FALL 2023,63256,1961,02,ADMN-1961,,,,,,,Other
ORIENTATION SEM FOR GRADS,LEC,0,,,,Grega,,550,0,550,ADMN,2023-08-28,2023-12-20,FALL 2023,61710,6700,01,ADMN-6700,,,,,,,Other
TA TRAINING SEMINAR,LEC,0,,,,Mullet/Dunn,,500,0,500,ADMN,2023-08-28,2023-12-20,FALL 2023,61711,6800,01,ADMN-6800,,,,,,,Other
THE ETHOS OF ARCHITECTURE,LEC,3,MR,10:00AM,11:20AM,Bell,,90,0,90,ARCH,2023-08-28,2023-12-20,FALL 2023,62272,2150,01,ARCH-2150,The Ethos of Architecture,,,,[],[],Architecture
STRUCTURES 1,LEC,3,TF,10:00AM,11:20AM,Den Herder,,90,0,90,ARCH,2023-08-28,2023-12-20,FALL 2023,60286,2330,01,ARCH-2330,Structures 1,,,,[],[],Architecture
STRUCTURES 1,,3,,,,Staff,,45,0,45,ARCH,2023-08-28,2023-12-20,FALL 2023,64510,2330,02,ARCH-2330,Structures 1,,,,[],[],Architecture
CONSTRUCTION SYSTEMS,LEC,2,W,12:00PM,1:50PM,Stradley,,30,0,30,ARCH,2023-08-28,2023-12-20,FALL 2023,60866,2350,01,ARCH-2350,Construction Systems,,,,[],[],Architecture
CONSTRUCTION SYSTEMS,LEC,2,W,12:00PM,1:50PM,Combs,,30,0,30,ARCH,2023-08-28,2023-12-20,FALL 2023,63889,2350,02,ARCH-2350,Construction Systems,,,,[],[],Architecture
CONSTRUCTION SYSTEMS,LEC,2,W,12:00PM,1:50PM,Carter,,90,0,90,ARCH,2023-08-28,2023-12-20,FALL 2023,64383,2350,03,ARCH-2350,Construction Systems,,,,[],[],Architecture
CONSTRUCTION SYSTEMS,LEC,2,W,12:00PM,1:50PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64456,2350,04,ARCH-2350,Construction Systems,,,,[],[],Architecture
MATERIALS AND DESIGN,LEC,2,W,10:00AM,11:50AM,Stradley,,90,0,90,ARCH,2023-08-28,2023-12-20,FALL 2023,62273,2510,01,ARCH-2510,Materials and Design,,,,[],[],Architecture
MATERIALS AND DESIGN,LEC,2,W,10:00AM,11:50AM,Piazzi,,45,0,45,ARCH,2023-08-28,2023-12-20,FALL 2023,63894,2510,02,ARCH-2510,Materials and Design,,,,[],[],Architecture
MATERIALS AND DESIGN,LEC,2,W,10:00AM,11:50AM,Carter,,45,0,45,ARCH,2023-08-28,2023-12-20,FALL 2023,64384,2510,03,ARCH-2510,Materials and Design,,,,[],[],Architecture
DIGITAL CONSTRUCTS I,LEC,2,W,2:00PM,4:00PM,Dayem,,80,0,80,ARCH,2023-08-28,2023-12-20,FALL 2023,62317,2520,01,ARCH-2520,Digital Constructs 1,,,,[],[],Architecture
DIGITAL CONSTRUCTS I,LEC,2,W,4:00PM,6:00PM,Sehwail,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,63891,2520,02,ARCH-2520,Digital Constructs 1,,,,[],[],Architecture
DIGITAL CONSTRUCTS I,LEC,2,W,4:00PM,6:00PM,White,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64385,2520,03,ARCH-2520,Digital Constructs 1,,,,[],[],Architecture
DIGITAL CONSTRUCTS 3,LEC,2,W,4:00PM,6:00PM,Hower,,90,0,90,ARCH,2023-08-28,2023-12-20,FALL 2023,62481,2540,01,ARCH-2540,Digital Constructs 3,,,,[],[],Architecture
DIGITAL CONSTRUCTS 3,LEC,2,W,2:00PM,4:00PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,63890,2540,02,ARCH-2540,Digital Constructs 3,,,,[],[],Architecture
DIGITAL CONSTRUCTS 3,LEC,2,,,,Lintner,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64511,2540,03,ARCH-2540,Digital Constructs 3,,,,[],[],Architecture
DIGITAL CONSTRUCTS 3,LEC,2,,,,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64512,2540,04,ARCH-2540,Digital Constructs 3,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 1,STU,5,MWR,2:00PM,5:50PM,Titus,,80,0,80,ARCH,2023-08-28,2023-12-20,FALL 2023,62292,2800,01,ARCH-2800,Architectural Design Studio 1,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 1,STU,5,MWR,2:00PM,5:50PM,Sehwail,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62332,2800,02,ARCH-2800,Architectural Design Studio 1,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 1,STU,5,MWR,2:00PM,5:50PM,Piazzi,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62333,2800,03,ARCH-2800,Architectural Design Studio 1,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 1,STU,5,MWR,2:00PM,5:50PM,White,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64401,2800,04,ARCH-2800,Architectural Design Studio 1,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 1,STU,5,MWR,2:00PM,5:50PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62334,2800,05,ARCH-2800,Architectural Design Studio 1,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 1,LEC,5,MWR,2:00PM,5:50PM,Petela,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62775,2800,06,ARCH-2800,Architectural Design Studio 1,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 3,STU,5,MWR,2:00PM,5:50PM,Dayem,,90,0,90,ARCH,2023-08-28,2023-12-20,FALL 2023,62482,2820,01,ARCH-2820,Architectural Design Studio 3,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 3,STU,5,MWR,2:00PM,5:50PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62483,2820,02,ARCH-2820,Architectural Design Studio 3,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 3,STU,5,MWR,2:00PM,5:50PM,Bell,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62484,2820,03,ARCH-2820,Architectural Design Studio 3,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 3,STU,5,MWR,2:00PM,5:50PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64139,2820,04,ARCH-2820,Architectural Design Studio 3,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 3,STU,5,MWR,2:00PM,5:50PM,Russo,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,63885,2820,05,ARCH-2820,Architectural Design Studio 3,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 3,STU,5,MWR,2:00PM,5:50PM,Crandall,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64513,2820,06,ARCH-2820,Architectural Design Studio 3,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 3,STU,5,MWR,2:00PM,5:50PM,Bennett,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64514,2820,07,ARCH-2820,Architectural Design Studio 3,,,,[],[],Architecture
BUILDING PERFORMANCE STUDIO 2,LEC,5,MWR,2:00PM,5:50PM,Loercher,,10,0,10,ARCH,2023-08-28,2023-12-20,FALL 2023,62739,2860,01,ARCH-2860,Building Performance Studio 2,,,,[],[],Architecture
BEDFORD SEMINAR,LEC,3,W,12:00PM,1:50PM,Richardson,,12,0,12,ARCH,2023-08-28,2023-12-20,FALL 2023,62269,4020,01,ARCH-4020,Bedford Architecture Engineering Seminar,,,,[],[],Architecture
CITIES AND THEIR TERRITORIES,LEC,2,T,2:00PM,3:50PM,Crandall,,80,0,80,ARCH,2023-08-28,2023-12-20,FALL 2023,62923,4050,01,ARCH-4050,Cities and Their Territories,,,,[],[],Architecture
CITIES AND THEIR TERRITORIES,,2,,,,Staff,,40,0,40,ARCH,2023-08-28,2023-12-20,FALL 2023,64515,4050,02,ARCH-4050,Cities and Their Territories,,,,[],[],Architecture
CITIES AND THEIR TERRITORIES,LEC,2,,,,Staff,,40,0,40,ARCH,2023-08-28,2023-12-20,FALL 2023,64516,4050,03,ARCH-4050,Cities and Their Territories,,,,[],[],Architecture
MODERNITY & ARCHITECTURE,LEC,3,T,8:00PM,9:50PM,Staff,,65,0,65,ARCH,2023-08-28,2023-12-20,FALL 2023,63166,4120,01,ARCH-4120,"Cloud Atlas: 20th Century Architecture, Culture and Civilization",,,,[],[],Architecture
MODERNITY & ARCHITECTURE,LEC,3,F,12:00PM,1:20PM,Staff,,65,0,65,ARCH,2023-08-28,2023-12-20,FALL 2023,63166,4120,01,ARCH-4120,"Cloud Atlas: 20th Century Architecture, Culture and Civilization",,,,[],[],Architecture
MODERNITY & ARCHITECTURE,LEC,3,T,8:00PM,9:50PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64538,4120,02,ARCH-4120,"Cloud Atlas: 20th Century Architecture, Culture and Civilization",,,,[],[],Architecture
MODERNITY & ARCHITECTURE,LEC,3,F,12:00PM,1:20PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64538,4120,02,ARCH-4120,"Cloud Atlas: 20th Century Architecture, Culture and Civilization",,,,[],[],Architecture
MODERNITY & ARCHITECTURE,LEC,3,T,8:00PM,9:50PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64539,4120,03,ARCH-4120,"Cloud Atlas: 20th Century Architecture, Culture and Civilization",,,,[],[],Architecture
MODERNITY & ARCHITECTURE,LEC,3,F,12:00PM,1:20PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64539,4120,03,ARCH-4120,"Cloud Atlas: 20th Century Architecture, Culture and Civilization",,,,[],[],Architecture
PORTFOLIO DEVELOPMENT,LEC,1,W,12:00PM,1:50PM,Lopez,,15,0,15,ARCH,2023-08-28,2023-12-20,FALL 2023,63896,4200,01,ARCH-4200,,,,,,,Architecture
PORTFOLIO DEVELOPMENT,LEC,1,W,12:00PM,1:50PM,Svedberg,,15,0,15,ARCH,2023-08-28,2023-12-20,FALL 2023,64072,4200,02,ARCH-4200,,,,,,,Architecture
PORTFOLIO DEVELOPMENT,LEC,1,W,12:00PM,1:50PM,Staff,,15,0,15,ARCH,2023-08-28,2023-12-20,FALL 2023,64285,4200,03,ARCH-4200,,,,,,,Architecture
STRUCTURES 2,LEC,3,TF,12:00PM,1:20PM,Den Herder,,75,0,75,ARCH,2023-08-28,2023-12-20,FALL 2023,62740,4330,01,ARCH-4330,Structures 2,,,,[],[],Architecture
CONSTRUCTION INDUST SEMR 1,LEC,2,R,12:00PM,1:50PM,Staff,,10,0,10,ARCH,2023-08-28,2023-12-20,FALL 2023,62934,4510,01,ARCH-4510,Construction Industry Seminar 1,,,,[],[],Architecture
PROFESSIONAL PRACTICE 1,LEC,2,R,6:00PM,6:50PM,Pacheco,,30,0,30,ARCH,2023-08-28,2023-12-20,FALL 2023,60083,4540,01,ARCH-4540,Professional Practice 1,,,,[],[],Architecture
PROFESSIONAL PRACTICE 1,LEC,2,T,6:00PM,7:50PM,Pacheco,,30,0,30,ARCH,2023-08-28,2023-12-20,FALL 2023,60083,4540,01,ARCH-4540,Professional Practice 1,,,,[],[],Architecture
PROFESSIONAL PRACTICE 2,LEC,2,T,6:00PM,7:50PM,Pacheco,,50,0,50,ARCH,2023-08-28,2023-12-20,FALL 2023,62488,4550,01,ARCH-4550,Professional Practice 2,,,,[],[],Architecture
MATERIALS AND ENCLOSURES,LEC,2,M,12:00PM,1:50PM,Loercher,,70,0,70,ARCH,2023-08-28,2023-12-20,FALL 2023,62741,4560,01,ARCH-4560,Materials and Enclosures,,,,[],[],Architecture
MATERIALS AND ENCLOSURES,LEC,2,M,12:00PM,1:50PM,Yazdanseta,,35,0,35,ARCH,2023-08-28,2023-12-20,FALL 2023,64517,4560,02,ARCH-4560,Materials and Enclosures,,,,[],[],Architecture
MATERIALS AND ENCLOSURES,,2,,,,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64553,4560,03,ARCH-4560,Materials and Enclosures,,,,[],[],Architecture
MATERIALS SYSTEMS & PRODUCTION,LEC,3,M,2:00PM,4:50PM,Draper,,10,0,10,ARCH,2023-08-28,2023-12-20,FALL 2023,63167,4580,80,ARCH-4580,,,,,,,Architecture
ENTREPRENEURSHIP &ARCHITECTURE,LEC,2,M,10:00AM,11:50AM,Walker/Stratford,,30,0,30,ARCH,2023-08-28,2023-12-20,FALL 2023,64062,4590,01,ARCH-4590,Entrepreneurship and Architecture,,,,[],[],Architecture
BLDG SYSTEMS AND ENVIRONMENT,LEC,4,MR,8:00AM,9:50AM,Loercher,,30,0,30,ARCH,2023-08-28,2023-12-20,FALL 2023,64063,4740,01,ARCH-4740,Building Systems and Environment,,,,[],[],Architecture
BLDG SYSTEMS AND ENVIRONMENT,,4,,,,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64554,4740,02,ARCH-4740,Building Systems and Environment,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 5,STU,5,MWR,2:00PM,5:50PM,Liu,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62489,4770,01,ARCH-4770,Architectural Design Studio 5,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 5,STU,5,MWR,2:00PM,5:50PM,Burgermast,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64137,4770,02,ARCH-4770,Architectural Design Studio 5,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 5,STU,5,MWR,2:00PM,5:50PM,Lintner,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62776,4770,03,ARCH-4770,Architectural Design Studio 5,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 5,STU,5,MWR,2:00PM,5:50PM,Staff,,110,0,110,ARCH,2023-08-28,2023-12-20,FALL 2023,62777,4770,04,ARCH-4770,Architectural Design Studio 5,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 5,,5,MWR,2:00PM,5:50PM,Leitao,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,63901,4770,05,ARCH-4770,Architectural Design Studio 5,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 5,LEC,5,MWR,2:00PM,5:50PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,63906,4770,06,ARCH-4770,Architectural Design Studio 5,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 5,STU,5,MWR,2:00PM,5:50PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64518,4770,07,ARCH-4770,Architectural Design Studio 5,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 5,STU,5,MWR,2:00PM,5:50PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64555,4770,08,ARCH-4770,Architectural Design Studio 5,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 5,LEC,5,MWF,2:00PM,5:50PM,Lopez,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64393,4770,50,ARCH-4770,Architectural Design Studio 5,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 5,STU,5,TR,2:00PM,6:00PM,Hower,,12,0,12,ARCH,2023-08-28,2023-12-20,FALL 2023,63168,4770,80,ARCH-4770,Architectural Design Studio 5,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 6,STU,5,MWR,2:00PM,5:50PM,Liu,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62742,4780,01,ARCH-4780,Architectural Design Studio 6,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 6,STU,5,MWR,2:00PM,5:50PM,Burgermast,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,63912,4780,02,ARCH-4780,Architectural Design Studio 6,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 6,STU,5,MWR,2:00PM,5:50PM,Lintner,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62743,4780,03,ARCH-4780,Architectural Design Studio 6,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 6,STU,5,MWR,2:00PM,5:50PM,Crembil,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62744,4780,04,ARCH-4780,Architectural Design Studio 6,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 6,STU,5,MWR,2:00PM,5:50PM,Staff,,110,0,110,ARCH,2023-08-28,2023-12-20,FALL 2023,63902,4780,05,ARCH-4780,Architectural Design Studio 6,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 6,LEC,5,MWR,2:00PM,5:50PM,Vetcher,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,63907,4780,06,ARCH-4780,Architectural Design Studio 6,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 6,STU,5,MWR,2:00PM,5:50PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64519,4780,07,ARCH-4780,Architectural Design Studio 6,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 6,STU,5,MWR,2:00PM,5:50PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64556,4780,08,ARCH-4780,Architectural Design Studio 6,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 6,LEC,5,MWF,2:00PM,5:50PM,Lopez,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64394,4780,50,ARCH-4780,Architectural Design Studio 6,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 6,STU,5,TR,2:00PM,6:00PM,Hower,,12,0,12,ARCH,2023-08-28,2023-12-20,FALL 2023,63169,4780,80,ARCH-4780,Architectural Design Studio 6,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 7,STU,5,MWR,2:00PM,5:50PM,Liu,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62924,4790,01,ARCH-4790,Architectural Design Studio 7,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 7,STU,5,MWR,2:00PM,5:50PM,Burgermast,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,63913,4790,02,ARCH-4790,Architectural Design Studio 7,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 7,LEC,5,MWR,2:00PM,5:50PM,Lintner,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62925,4790,03,ARCH-4790,Architectural Design Studio 7,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 7,STU,5,MWR,2:00PM,5:50PM,Crembil,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62926,4790,04,ARCH-4790,Architectural Design Studio 7,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 7,STU,5,MWR,2:00PM,5:50PM,Leitao,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64142,4790,05,ARCH-4790,Architectural Design Studio 7,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 7,LEC,5,MWR,2:00PM,5:50PM,Staff,,62,0,62,ARCH,2023-08-28,2023-12-20,FALL 2023,63886,4790,06,ARCH-4790,Architectural Design Studio 7,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 7,STU,5,MWR,2:00PM,5:50PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64520,4790,07,ARCH-4790,Architectural Design Studio 7,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 7,STU,5,MWR,2:00PM,5:50PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64557,4790,08,ARCH-4790,Architectural Design Studio 7,,,,[],[],Architecture
COMPREHENSIVE DESIGN STUDIO 1,STU,5,MWR,2:00PM,5:50PM,Carter,,30,0,30,ARCH,2023-08-28,2023-12-20,FALL 2023,62745,4820,01,ARCH-4820,Integrated Design Schematic,,,,[],[],Architecture
COMPREHENSIVE DESIGN STUDIO 1,STU,5,MWR,2:00PM,5:50PM,Yazdanseta,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64281,4820,02,ARCH-4820,Integrated Design Schematic,,,,[],[],Architecture
COMPREHENSIVE DESIGN STUDIO 1,STU,5,MWR,2:00PM,5:50PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,63230,4820,03,ARCH-4820,Integrated Design Schematic,,,,[],[],Architecture
COMPREHENSIVE DESIGN STUDIO 2,STU,5,MWR,2:00PM,5:50PM,Combs,,22,0,22,ARCH,2023-08-28,2023-12-20,FALL 2023,62927,4830,01,ARCH-4830,Integrated Design Development,,,,[],[],Architecture
COMPREHENSIVE DESIGN STUDIO 2,STU,5,MWR,2:00PM,5:50PM,Piazzi,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62974,4830,02,ARCH-4830,Integrated Design Development,,,,[],[],Architecture
COMPREHENSIVE DESIGN STUDIO 2,STU,5,MWR,2:00PM,5:50PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64521,4830,03,ARCH-4830,Integrated Design Development,,,,[],[],Architecture
ARCHITECTURAL ACOUSTICS 1,LEC,4,F,2:00PM,5:50PM,Kahn,,15,0,15,ARCH,2023-08-28,2023-12-20,FALL 2023,60277,4840,01,ARCH-4840,Architectural Acoustics 1,,,,[],[],Architecture
APPLIED PSYCHOACOUSTICS,LEC,3,T,10:00AM,1:00PM,Braasch,,15,0,15,ARCH,2023-08-28,2023-12-20,FALL 2023,61480,4860,01,ARCH-4860,Applied Psychoacoustics,,,,[],[],Architecture
ENGINEERING ACOUSTICS,LEC,3,W,10:00AM,12:50PM,Xiang,,10,0,10,ARCH,2023-08-28,2023-12-20,FALL 2023,62943,4890,01,ARCH-4890,Engineering Acoustics,,,,[],[],Architecture
FINAL PROJECT DESIGN RESCH SEM,LEC,3,F,2:00PM,4:50PM,Leitao,,65,0,65,ARCH,2023-08-28,2023-12-20,FALL 2023,62746,4910,01,ARCH-4910,Final Project Design Research Seminar,,,,[],[],Architecture
FINAL PROJECT DESIGN RESCH SEM,LEC,3,F,2:00PM,4:50PM,Perry,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62747,4910,02,ARCH-4910,Final Project Design Research Seminar,,,,[],[],Architecture
FINAL PROJECT DESIGN RESCH SEM,LEC,3,M,10:00AM,12:50PM,Imaeda,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62748,4910,03,ARCH-4910,Final Project Design Research Seminar,,,,[],[],Architecture
FINAL PROJECT DESIGN RESCH SEM,LEC,3,F,2:00PM,4:50PM,Lintner,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62749,4910,04,ARCH-4910,Final Project Design Research Seminar,,,,[],[],Architecture
FINAL PROJECT DESIGN RESCH SEM,LEC,3,M,10:00AM,12:50PM,Bennett,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64407,4910,05,ARCH-4910,Final Project Design Research Seminar,,,,[],[],Architecture
FINAL PROJECT DESIGN RESCH SEM,,3,,,,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64558,4910,06,ARCH-4910,Final Project Design Research Seminar,,,,[],[],Architecture
RESEARCH DESIGN SEMINAR,LEC,2,M,10:00AM,11:50AM,Draper,,10,0,10,ARCH,2023-08-28,2023-12-20,FALL 2023,63182,4956,80,ARCH-4956,,,,,,,Architecture
RESEARCH INVESTIGATIONS,LEC,4,F,10:00AM,1:50PM,Draper,,10,0,10,ARCH,2023-08-28,2023-12-20,FALL 2023,63170,4958,80,ARCH-4958,,,,,,,Architecture
BLDG INFOMRATIONAL MODELING,LEC,3,W,10:00AM,12:50PM,Shelden,,15,0,15,ARCH,2023-08-28,2023-12-20,FALL 2023,63900,4960,01,ARCH-4960,Special Topics in Architecture and Environmental Design,,,,[],[],Architecture
ANEXACT ANATOMIES,LEC,3,,,,Svedberg,,15,0,15,ARCH,2023-08-28,2023-12-20,FALL 2023,62750,4961,01,ARCH-4961,,,,,,,Architecture
COMPREHENSIVE DESIGN 1 CMPTNG,LEC,0,,,,Staff,,54,0,54,ARCH,2023-08-28,2023-12-20,FALL 2023,64111,4962,01,ARCH-4962,,,,,,,Architecture
DUCHAMPS SEMINAR,LEC,2,M,6:30PM,8:30PM,Oatman,,10,0,10,ARCH,2023-08-28,2023-12-20,FALL 2023,63386,4963,01,ARCH-4963,,,,,,,Architecture
COMPREHENSIVE DESIGN 2 CMPTNG,LEC,0,W,,,Crandall,,43,0,43,ARCH,2023-08-28,2023-12-20,FALL 2023,64284,4964,01,ARCH-4964,,,,,,,Architecture
CERAMIC ASSEMBLIES,SEM,2,F,12:00PM,1:50PM,Russo,,10,0,10,ARCH,2023-08-28,2023-12-20,FALL 2023,64279,4965,01,ARCH-4965,,,,,,,Architecture
GEO-ACTORS I,LEC,3,F,10:00AM,12:50PM,Dwyre,,10,0,10,ARCH,2023-08-28,2023-12-20,FALL 2023,63897,4967,01,ARCH-4967,,,,,,,Architecture
URBAN DATA 1,LEC,3,R,10:00AM,12:50PM,Hower,,10,0,10,ARCH,2023-08-28,2023-12-20,FALL 2023,63899,4969,01,ARCH-4969,,,,,,,Architecture
MODERN AND CONTEMPORARY ROME,LEC,3,,,,Lopez,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64561,4970,50,ARCH-4970,,,,,,,Architecture
PARAMETRICS OF THE ENVIRONMENT,LEC,2,T,11:00AM,1:10PM,Portelli,,15,0,15,ARCH,2023-08-28,2023-12-20,FALL 2023,64138,4970,80,ARCH-4970,,,,,,,Architecture
SEMINAR ON SENSORY CULTURE,STU,2,R,10:00AM,11:50AM,Krueger,,10,0,10,ARCH,2023-08-28,2023-12-20,FALL 2023,64288,4971,01,ARCH-4971,,,,,,,Architecture
INTRO TO GLOBAL STUDIES,LEC,3,,,,Lopez,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64562,4971,50,ARCH-4971,,,,,,,Architecture
PROJECTING LIGHT,SEM,2,F,10:00AM,11:50AM,Erel,,10,0,10,ARCH,2023-08-28,2023-12-20,FALL 2023,64317,4972,01,ARCH-4972,,,,,,,Architecture
GLOBAL CHANGEMAKERS,LEC,3,,,,Lopez,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64563,4972,50,ARCH-4972,,,,,,,Architecture
ROME: FIELD / OBJECTS / VECTOR,LEC,2,,,,Lopez,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64395,4973,50,ARCH-4973,,,,,,,Architecture
ARCHITECTURE OF THE CITY,,3,,,,Lopez,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64396,4974,50,ARCH-4974,,,,,,,Architecture
